employee_id_hash,pa_periode_id,performance_score,performance_rating,assessment_date
bbcbff5c1f1ded46c25d28119a85c6c2,6,89,Good,2021-07-24
7fe1f8abaad094e0b5cb1b01d712f708,6,56,Need Improvement,2021-07-26
f04cd7399b2b0128970efb6d20b5c551,6,100,Excellent,2021-07-24
d1f255a373a3cef72e03aa9d980c7eca,6,92,Good,2021-07-25
42998cf32d552343bc8e460416382dca,6,82,Good,2021-07-26
f5f8590cd58a54e94377e6ae2eded4d9,6,66,Average,2021-07-26
1068c6e4c8051cfd4e9ea8072e3189e2,6,98,Good,2021-07-25
b337e84de8752b27eda3a12363109e80,6,76,Average,2021-07-26
587524833eaf98eb779a387e33768c6a,6,79,Average,2021-07-26
9a96876e2f8f3dc4f3cf45f02c61c0c1,6,96,Good,2021-07-26
9b70e8fe62e40c570a322f1b0b659098,6,75,Average,2021-07-25
d07e70efcfab08731a97e7b91be644de,6,75,Average,2021-07-25
b6f0479ae87d244975439c6124592772,6,71,Average,2021-07-26
8fe0093bb30d6f8c31474bd0764e6ac0,6,55,Need Improvement,2021-07-26
821fa74b50ba3f7cba1e6c53e8fa6845,6,88,Good,2021-07-26
285e19f20beded7d215102b49d5c09a0,6,87,Good,2021-07-26
bbf94b34eb32268ada57a3be5062fe7d,6,90,Good,2021-07-26
a96b65a721e561e1e3de768ac819ffbb,6,100,Excellent,2021-07-26
0d0fd7c6e093f7b804fa0150b875b868,6,87,Good,2021-07-26
25b2822c2f5a3230abfadd476e8b04c9,6,89,Good,2021-07-26
ddb30680a691d157187ee1cf9e896d03,6,46,Need Improvement,2021-07-26
13f3cf8c531952d72e5847c4183e6910,6,53,Need Improvement,2021-07-26
f4f6dce2f3a0f9dada0c2b5b66452017,6,96,Good,2021-07-26
550a141f12de6341fba65b0ad0433500,6,79,Average,2021-07-26
3c7781a36bcd6cf08c11a970fbe0e2a6,6,78,Average,2021-07-26
17d63b1625c816c22647a73e1482372b,6,90,Good,2021-07-26
1a5b1e4daae265b790965a275b53ae50,6,93,Good,2021-07-26
5b69b9cb83065d403869739ae7f0995e,6,388,Excellent,2021-07-26
7380ad8a673226ae47fce7bff88e9c33,6,93,Good,2021-07-26
389bc7bb1e1c2a5e7e147703232a88f6,6,500,Excellent,2021-07-24
b5b41fac0361d157d9673ecb926af5ae,6,70,Average,2021-07-24
98b297950041a42470269d56260243a1,6,116,Excellent,2021-07-20
0353ab4cbed5beae847a7ff6e220b5cf,6,197,Excellent,2021-07-20
7eacb532570ff6858afd2723755ff790,6,87,Good,2021-07-26
e44fea3bec53bcea3b7513ccef5857ac,6,82,Good,2021-07-26
67f7fb873eaf29526a11a9b7ac33bfac,6,79,Average,2021-07-26
6ecbdd6ec859d284dc13885a37ce8d81,6,70,Average,2021-07-26
05f971b5ec196b8c65b75d2ef8267331,6,85,Good,2021-07-26
8cb22bdd0b7ba1ab13d742e22eed8da2,6,65,Average,2021-07-26
49ae49a23f67c759bf4fc791ba842aa2,6,83,Good,2021-07-26
d61e4bbd6393c9111e6526ea173a7c8b,6,83,Good,2021-07-27
eeb69a3cb92300456b6a5f4162093851,6,90,Good,2021-07-28
250cf8b51c773f3f8dc8b4be867a9a02,6,87,Good,2021-07-24
e46de7e1bcaaced9a54f1e9d0d2f800d,6,98,Good,2021-08-10
69cb3ea317a32c4e6143e665fdb20b14,6,160,Excellent,2021-08-20
18d8042386b79e2c279fd162df0205c8,6,0,,2021-08-20
ec5aa0b7846082a2415f0902f0da88f2,6,77,Average,2021-08-10
0f840be9b8db4d3fbd5ba2ce59211f55,6,83,Good,2021-08-16
0b8aff0438617c055eb55f0ba5d226fa,6,80,Good,2021-08-10
2bcab9d935d219641434683dd9d18a03,6,77,Average,2021-08-10
7b13b2203029ed80337f27127a9f1d28,6,73,Average,2021-08-10
4fac9ba115140ac4f1c22da82aa0bc7f,6,77,Average,2021-08-10
a1140a3d0df1c81e24ae954d935e8926,6,77,Average,2021-08-10
9908279ebbf1f9b250ba689db6a0222b,6,80,Good,2021-08-10
df6d2338b2b8fce1ec2f6dda0a630eb0,6,77,Average,2021-08-10
fe7ee8fc1959cc7214fa21c4840dff0a,6,77,Average,2021-08-10
d93ed5b6db83be78efb0d05ae420158e,6,87,Good,2021-08-10
d79aac075930c83c2f1e369a511148fe,6,73,Average,2021-08-10
6aab1270668d8cac7cef2566a1c5f569,6,83,Good,2021-08-10
c32d9bf27a3da7ec8163957080c8628e,6,73,Average,2021-08-10
2ab56412b1163ee131e1246da0955bd1,6,73,Average,2021-08-10
fec8d47d412bcbeece3d9128ae855a7a,6,73,Average,2021-08-10
4e0cb6fb5fb446d1c92ede2ed8780188,6,77,Average,2021-08-10
5c936263f3428a40227908d5a3847c0b,6,77,Average,2021-08-10
287e03db1d99e0ec2edb90d079e142f3,6,80,Good,2021-08-10
e744f91c29ec99f0e662c9177946c627,6,62,Average,2021-08-02
2ba596643cbbbc20318224181fa46b28,6,62,Average,2021-08-02
168908dd3227b8358eababa07fcaf091,6,98,Good,2021-07-30
4311359ed4969e8401880e3c1836fbe1,6,91,Good,2021-07-30
ef4e3b775c934dada217712d76f3d51f,6,89,Good,2021-07-30
3cef96dcc9b8035d23f69e30bb19218a,6,84,Good,2021-07-28
1c1d4df596d01da60385f0bb17a4a9e0,6,92,Good,2021-07-23
c22abfa379f38b5b0411bc11fa9bf92f,6,77,Average,2021-07-19
9232fe81225bcaef853ae32870a2b0fe,6,89,Good,2021-07-19
e6cb2a3c14431b55aa50c06529eaa21b,6,77,Average,2021-07-19
8065d07da4a77621450aa84fee5656d9,6,89,Good,2021-07-19
6cfe0e6127fa25df2a0ef2ae1067d915,6,92,Good,2021-07-19
1ce927f875864094e3906a4a0b5ece68,6,92,Good,2021-07-19
d240e3d38a8882ecad8633c8f9c78c9b,6,85,Good,2021-07-19
437d7d1d97917cd627a34a6a0fb41136,6,92,Good,2021-07-19
8f468c873a32bb0619eaeb2050ba45d1,6,92,Good,2021-07-21
934815ad542a4a7c5e8a2dfa04fea9f5,6,89,Good,2021-07-19
89fcd07f20b6785b92134bd6c1d0fa42,6,89,Good,2021-07-19
92977ae4d2ba21425a59afb269c2a14e,6,92,Good,2021-07-16
d707329bece455a462b58ce00d1194c9,6,85,Good,2021-07-19
ca75910166da03ff9d4655a0338e6b09,6,62,Average,2021-07-19
cc1aa436277138f61cda703991069eaf,6,73,Average,2021-07-19
9c01802ddb981e6bcfbec0f0516b8e35,6,92,Good,2021-07-21
6602294be910b1e3c4571bd98c4d5484,6,93,Good,2021-07-19
8c6744c9d42ec2cb9e8885b54ff744d0,6,74,Average,2021-08-20
f8c1f23d6a8d8d7904fc0ea8e066b3bb,6,85,Good,2021-08-11
42c8938e4cf5777700700e642dc2a8cd,6,96,Good,2021-08-06
1ea97de85eb634d580161c603422437f,6,78,Average,2021-08-03
c4d2ce3f3ebb5393a77c33c0cd95dc93,6,78,Average,2021-08-04
51f3eb940fd73a19119534c063967bff,6,80,Good,2021-07-23
4f5a97cf06cf69028997db51d8726d28,6,81,Good,2021-07-30
f81dee42585b3814de199b2e88757f5c,6,80,Good,2021-07-29
e593c562359c3c2e42a22b808d3383e7,6,78,Average,2021-07-30
3c59dc048e8850243be8079a5c74d079,6,63,Average,2021-07-16
4e732ced3463d06de0ca9a15b6153677,6,65,Average,2021-07-16
a3d68b461bd9d3533ee1dd3ce4628ed4,6,93,Good,2021-07-28
8e296a067a37563370ded05f5a3bf3ec,6,65,Average,2021-07-16
806d926414ce19d907700e23177ab4ff,28,169,,2022-01-06
abec16f483abb4f1810ca029aadf8446,6,80,Good,2021-07-29
f51238cd02c93b89d8fbee5667d077fc,6,81,Good,2021-07-28
c56a022b15250525f8b9bdfc41a13152,6,95,Good,2021-07-28
2151b4c76b4dcb048d06a5c32942b6f6,6,83,Good,2021-07-28
d2dc6368837861b42020ee72b0896182,6,96,Good,2021-07-27
2c620a8c232f32aa9e7dcbc90102b253,6,64,Average,2021-07-27
49cbb75927723efba3b4c108ed4a12f3,6,94,Good,2021-07-27
6236c78e73f52110ae39e588ba88de0b,6,93,Good,2021-07-27
9308b0d6e5898366a4a986bc33f3d3e7,6,100,Excellent,2021-07-27
4fc848051e4459b8a6afeb210c3664ec,6,84,Good,2021-07-27
a18630ab1c3b9f14454cf70dc7114834,6,92,Good,2021-07-27
79f69230354b71206fb723c571cce58b,6,99,Good,2021-07-27
70162fe655ec381ac6312ebf026aac54,6,75,Average,2021-07-27
4172f3101212a2009c74b547b6ddf935,6,105,Excellent,2021-07-26
5a5eab21ca2a8fef4af5e35709ecca15,6,90,Good,2021-07-27
5fc7c9bd1fcb12799f02da8adfa4954f,6,91,Good,2021-07-26
a6197a578fe7778e8d49a95ac425bcfc,6,66,Average,2021-07-27
db9ad56c71619aeed9723314d1456037,6,84,Good,2021-07-27
532b81fa223a1b1ec74139a5b8151d12,6,94,Good,2021-07-26
f269cb7796c3319c9aa4d146b52139e6,6,78,Average,2021-07-26
3fa146219c48a4393aace23e8f353125,6,97,Good,2021-07-26
74c407e263578d03d02c1123aa730b52,6,60,Average,2021-07-26
aba18772fc70c8cbf79a79f413ef102b,6,80,Good,2021-07-26
d2d2c6e2445eef2bcff6bf0fdf69846c,6,100,Excellent,2021-07-26
5c8e07660e3000f141dda8b83107ed6e,6,66,Average,2021-07-26
94ef7214c4a90790186e255304f8fd1f,6,73,Average,2021-07-26
d3802b1dc0d80d8a3c8ccc6ccc068e7c,6,94,Good,2021-07-25
50dd7100bcbd98c41b1179143a2325a4,6,85,Good,2021-07-26
77ec6f21c85b637cc42bb997841e11a6,6,50,Need Improvement,2021-07-26
7f278ad602c7f47aa76d1bfc90f20263,6,40,Need Improvement,2021-07-26
9d068c869fd3e03fc606ec297fcd00be,6,96,Good,2021-07-25
bb702465f3c3141263ddd046c9585b27,6,53,Need Improvement,2021-07-25
afa299a4d1d8c52e75dd8a24c3ce534f,6,89,Good,2021-07-24
6754e06e46dfa419d5afe3c9781cecad,6,26,Need Improvement,2021-07-26
c90e274d55309db944076afb3ff9c391,6,74,Average,2021-07-26
2ad9e5e943e43cad612a7996c12a8796,6,77,Average,2021-07-26
9e740b84bb48a64dde25061566299467,6,70,Average,2021-07-25
8d9a6e908ed2b731fb96151d9bb94d49,6,85,Good,2021-07-25
9eac167ec1efbe078138397fabba902e,6,100,Excellent,2021-07-26
a928731e103dfc64c0027fa84709689e,6,83,Good,2021-07-24
af8d9c4e238c63fb074b44eb6aed80ae,6,37,Need Improvement,2021-07-25
a1c5aff9679455a233086e26b72b9a06,6,106,Excellent,2021-07-23
54ebdfbbfe6c31c39aaba9a1ee83860a,6,84,Good,2021-07-23
d8c24ca8f23c562a5600876ca2a550ce,6,96,Good,2021-07-24
56db57b4db0a6fcb7f9e0c0b504f6472,6,94,Good,2021-07-23
ccc81a97c1535f9a631b9db584a264e4,6,96,Good,2021-07-24
f2e84d98d6dc0c7acd56b40509355666,6,80,Good,2021-07-23
1d2a48c55f6f10010887cc7d849469a1,6,94,Good,2021-07-24
a58616464d14208b2677a084f5d7456f,6,62,Average,2021-07-23
7553e94d39fd4649ff75386a83ed3789,6,63,Average,2021-07-23
4d95d05a4fc4eadbc3b9dde67afdca39,6,59,Need Improvement,2021-07-23
f8f122d50eba11c3af5607575b277bc6,6,79,Average,2021-07-23
834a3bd235bca0caa53141f2ebc30438,6,73,Average,2021-07-23
f095cedd23b99f1696fc8caecbcf257e,6,83,Good,2021-07-24
56e6a93212e4482d99c84a639d254b67,6,101,Excellent,2021-07-23
b928fec5932bf2fddd2cc88c038b8ccb,6,101,Excellent,2021-07-23
4175f2ebb265d58c6d8877841d016d08,6,95,Good,2021-07-23
d880067f879409df09ac50ba315707aa,6,92,Good,2021-07-26
5505712229fb1eb500efadddc0353264,6,90,Good,2021-07-28
679d8bbd776e0bbf3b044306c5be94ae,6,0,Good,2021-07-29
2ed80f6311c1825feb854d78fa969d34,6,64,Good,2021-07-23
f35fd567065af297ae65b621e0a21ae9,6,83,Need Improvement,2021-07-24
dc727151e5d55dde1e950767cf861ca5,6,85,Good,2021-07-27
781397bc0630d47ab531ea850bddcf63,6,91,Good,2021-07-23
b67fb3360ae5597d85a005153451dd4e,6,74,Average,2021-07-24
a6ade5aa93b826f8de63c663e1159bf7,6,0,Need Improvement,2021-07-26
70fc5f043205720a49d973d280eb83e7,6,85,Good,2021-07-23
ddf9029977a61241841edeae15e9b53f,6,94,Good,2021-07-23
494c08f7a144d3cc4cfa661ed1244039,6,85,Good,2021-07-23
2e5c2cb8d13e8fba78d95211440ba326,6,27,Need Improvement,2021-07-23
9fe77ac7060e716f2d42631d156825c0,6,98,Good,2021-07-23
1b32a022c52c0c6255c2a32e580be34f,6,70,Average,2021-07-23
dd50e4d9c47cdf72d24e89d248edb35b,6,87,Good,2021-07-23
b957d47523c4e92a822cc38703a3bcc3,6,99,Good,2021-07-23
4837ba5cd49c7f03caaa423049e66daf,6,88,Good,2021-07-23
cbfe5681369338a48e2d1b63998099d6,6,94,Good,2021-07-24
71d7232b9fed020ca23729017873089e,6,83,Good,2021-07-23
ee23e7ad9b473ad072d57aaa9b2a5222,6,67,Average,2021-07-23
298f587406c914fad5373bb689300433,6,78,Average,2021-07-23
4f5a9bf135f285358a4a74b08f8121f8,6,81,Good,2021-07-23
b085c4fa543afe32970749f5e2bcdc6a,6,83,Good,2021-07-23
1bda4c789c38754f639a376716c5859f,6,94,Good,2021-07-23
f92586a25bb3145facd64ab20fd554ff,6,85,Good,2021-07-23
63ce12dcf1ede17589befd56bb5281a5,6,99,Good,2021-07-23
63154d5661f774fb7d2d11701d466aa2,6,95,Good,2021-07-23
ee188463935a061dee6df8bf449cb882,6,78,Average,2021-07-23
21b5680d80f75a616096f2e791affac6,6,81,Good,2021-07-23
671d8d05d795091118b1344f715307c4,6,45,Need Improvement,2021-07-23
fcde14913c766cf307c75059e0e89af5,6,91,Good,2021-07-23
c255c05246a081654a0267cbb725f5a7,6,97,Good,2021-07-23
dfbd282c18300fa0eccceea6c5fac41f,6,88,Good,2021-07-23
da21bae82c02d1e2b8168d57cd3fbab7,6,96,Good,2021-07-23
3f900db2608fb3eecb3ee77ba9ef5f60,6,73,Average,2021-07-23
311abb492a69fe7da41be858fdd2aae8,6,85,Good,2021-07-23
8dcf2420e78a64333a59674678fb283b,6,87,Good,2021-07-23
6df182582740607da754e4515b70e32d,6,59,Need Improvement,2021-07-23
460b491b917d4185ed1f5be97229721a,6,98,Good,2021-07-23
9cf742e94f29f454ac42ff68f37d5cc4,6,85,Good,2021-07-23
df42e2244c97a0d80d565ae8176d3351,6,80,Good,2021-07-23
9426c311e76888b3b2368150cd05f362,6,80,Good,2021-07-23
2cfa3753d6a524711acb5fce38eeca1a,6,87,Good,2021-07-23
4f8bc5ac1dc2b49434efe9e72f183de8,6,100,Excellent,2021-07-23
0de5d1a081a3095d62b416e44e055e7a,6,90,Good,2021-07-23
97250eb3250c1fa40a321076d5be217d,6,85,Good,2021-07-23
254ed7d2de3b23ab10936522dd547b78,6,83,Good,2021-07-23
adf8d7f8c53c8688e63a02bfb3055497,6,83,Good,2021-07-23
c3810d4a9513b028fc0f2a83cb6d7b50,6,102,Excellent,2021-07-23
1bf50aaf147b3b0ddd26a820d2ed394d,6,103,Excellent,2021-07-23
4764f37856fc727f70b666b8d0c4ab7a,6,80,Good,2021-07-23
33ef701c8059391708f1c3ddbe9f1f81,6,99,Good,2021-07-23
943b5fd1ef60d3a4db537af4a4d0c802,6,38,Need Improvement,2021-07-23
cc58f7abf0b0cf2d5ac95ab60e4f14e9,6,94,Good,2021-07-23
e1228be46de6a0234ac22ded31417bc7,6,86,Good,2021-07-23
9854d7afce413aa13cd0a1d39d0bcec5,6,81,Good,2021-07-23
d58f855fdcc76daf232aee454c4e59f7,6,80,Good,2021-07-23
540393ae7f8b7a7fd6cdf47250b05679,6,96,Good,2021-07-23
8e54d6b523b279543ac12a0f7333cd3c,6,99,Good,2021-07-23
13e36f06c66134ad65f532e90d898545,6,85,Good,2021-07-23
ec36e2ba64f11c9e910e0353e0836d81,6,124,Excellent,2021-07-23
6f611188ad4a81ffc2edab83b0705d76,6,97,Good,2021-07-23
b85d65c39e12a5515c19fd72b6f48199,6,56,Need Improvement,2021-07-23
9d949c3d8baa0f9df6f22c4661946a61,6,100,Excellent,2021-07-23
533fa796b43291fc61a9e812a50c3fb6,6,40,Need Improvement,2021-07-23
4175a4b46a45813fccf4bd34c779d817,6,91,Good,2021-07-24
c12d1f7cc7c4b41a125b5752d1238b03,6,87,Good,2021-07-23
07845cd9aefa6cde3f8926d25138a3a2,6,0,Average,2021-07-23
7612936dcc85282c6fa4dd9d4ffe57f1,6,89,Good,2021-07-23
2b346a0aa375a07f5a90a344a61416c4,6,91,Average,2021-07-23
943aa0fcda4ee2901a7de9321663b114,6,80,Good,2021-07-23
71a8b2ffe0b594a5c1b3c28090384fd7,6,83,Good,2021-07-23
43e04dd08bb1305428b0c9c8d8a2660a,6,85,Good,2021-07-23
cb5f984421c93f1efb42b53a43f83c3a,6,91,Good,2021-07-23
87ae6fb631f7c8a627e8e28785d9992d,6,92,Good,2021-07-23
dc0c398086fee58f9d64e1e47aa4e586,6,64,Average,2021-07-23
bf5cd8b2509011b9502a72296edc14a0,6,31,Need Improvement,2021-07-23
6e2d5d50a943a0e0d738377f51011685,6,33,Need Improvement,2021-07-23
6e2eec9ca19c076736d19ac5426473af,6,89,Good,2021-07-23
acb5d1120b8a0b8d3d97905ba9a72dc4,6,80,Good,2021-07-23
c6d6445d97e06d08b60853156601cf58,6,124,Excellent,2021-07-23
f26df67e8110ee2b44923db775e3e47f,6,85,Good,2021-07-23
240c945bb72980130446fc2b40fbb8e0,6,90,Good,2021-07-23
243be2818a23c980ad664f30f48e5d19,6,46,Need Improvement,2021-07-23
0b105cf1504c4e241fcc6d519ea962fb,6,62,Average,2021-07-23
64d52e08cc03e6090bc1ef30b73ccb85,6,93,Good,2021-07-23
845f3cb43a07259b2e4724dfa5c5c0d1,6,70,Average,2021-07-23
b181eaa49f5924e16c772dcb718fcd0f,6,99,Good,2021-07-23
4c2e5eaae9152079b9e95845750bb9ab,6,76,Average,2021-07-23
9b2f00f37307f2c2f372acafe55843f3,6,100,Excellent,2021-07-23
11338326597d14a1f7c745853f4d50a8,6,93,Good,2021-07-23
6915849303a3fe93657587cb9c469f00,6,124,Excellent,2021-07-23
fb0650ff38f84d526883336ff5119dc0,6,393,Excellent,2021-07-23
3db11d259a9db7fb8965bdf25ec850b9,6,75,Average,2021-07-23
74791edf1f8e8b8289a5067737630874,6,80,Good,2021-07-23
2122c699d5e3d2fa6690771845bd7904,6,80,Good,2021-07-23
f550e0ba9e1c4e8bb4a5ed0ac23a952d,6,96,Good,2021-07-23
859b00aec8885efc83d1541b52a1220d,6,94,Good,2021-07-23
86098ef82c97fa789a47a8d2e8800794,6,82,Good,2021-07-23
f9fe83f1ea3dd2108188fb7bf8aa5b3c,6,100,Excellent,2021-07-23
43d762ca733a839226415450b0dbf9d2,6,94,Good,2021-07-23
d35b05a832e2bb91f110d54e34e2da79,6,80,Good,2021-07-23
31c0b36aef265d9221af80872ceb62f9,6,80,Good,2021-07-23
0f3c5d0c3666eec8cd311bec6d878915,6,89,Good,2021-07-23
74306eef5860833e2e47ff169a73b45b,6,87,Good,2021-07-23
d464b5ac99e74462f321c06ccacc4bff,6,84,Good,2021-07-23
37db6bb5f1db992df92a919d20757eec,6,90,Good,2021-07-23
898aef0932f6aaecda27aba8e9903991,6,88,Good,2021-07-23
678004486c119599ed7d199f47da043a,6,76,Average,2021-07-23
a9df2255ad642b923d95503b9a7958d8,6,86,Good,2021-07-23
dfa037a53e121ecc9e0926800c3e814e,6,100,Excellent,2021-07-23
806d926414ce19d907700e23177ab4ff,6,268,Excellent,2021-07-23
7da18d0326a9f46a4817e19c805819ae,6,95,Good,2021-07-23
1f72e258ff730035f2a1fb6637f562c2,6,100,Excellent,2021-07-23
29e1c59be16c852670e3be302e8c303b,6,69,Average,2021-07-23
9649dec6196d730c5e024f204477d8d1,6,80,Good,2021-07-23
9d752cb08ef466fc480fba981cfa44a1,6,81,Good,2021-07-23
ac52c626afc10d4075708ac4c778ddfc,6,82,Good,2021-07-23
65b1e92c585fd4c2159d5f33b5030ff2,6,33,Need Improvement,2021-07-23
86c51678350f656dcc7f490a43946ee5,6,28,Need Improvement,2021-07-23
cba0a4ee5ccd02fda0fe3f9a3e7b89fe,6,84,Good,2021-07-22
34ffeb359a192eb8174b6854643cc046,6,78,Average,2021-07-23
0dd1bc593a91620daecf7723d2235624,6,86,Good,2021-07-23
9a32ff36c65e8ba30915a21b7bd76506,6,83,Good,2021-07-23
3341f6f048384ec73a7ba2e77d2db48b,6,85,Good,2021-07-22
b607ba543ad05417b8507ee86c54fcb7,6,69,Average,2021-07-22
866d90e0921ac7b024b47d672445a086,6,94,Good,2021-07-22
11bcd3c1d43688891ed23f5677a174ea,6,98,Good,2021-07-22
30a237d18c50f563cba4531f1db44acf,6,93,Good,2021-07-22
4b26dc4663ccf960c8538d595d0a1d3a,6,83,Good,2021-07-22
882735cbdfd9f810814d17892ae50023,6,74,Average,2021-07-22
a3048e47310d6efaa4b1eaf55227bc92,6,0,Excellent,2021-07-22
7ec3b3cf674f4f1d23e9d30c89426cce,6,68,Average,2021-07-22
e8d66338fab3727e34a9179ed8804f64,6,82,Good,2021-07-22
55a0df4b5a1786cd13a7a8de759859d4,6,88,Good,2021-07-22
5db60c98209913790e4fcce4597ee37c,6,84,Good,2021-07-23
ea9268cb43f55d1d12380fb6ea5bf572,6,47,Need Improvement,2021-07-23
2ba3c4b9390cc43edb94e42144729d33,6,88,Good,2021-07-22
b7d0858d41a6c29b873e4aba411e6d04,6,103,Excellent,2021-07-22
582967e09f1b30ca2539968da0a174fa,6,87,Good,2021-07-23
dc0439caeb74ffc2795571af07a7eab1,6,87,Good,2021-07-23
ab8df9f7733db5611fd53748f1db282e,6,84,Excellent,2021-07-23
f23d125da1e29e34c552f448610ff25f,6,81,Good,2021-07-22
7fa215c9efebb3811a7ef58409907899,6,97,Good,2021-07-22
3e195b0793297114c668f772c6e2d9ba,6,91,Good,2021-07-22
394868456436dbe743e4380554c0493a,6,91,Good,2021-07-22
95c9d994f8d75d4d60f8bb8f25902339,6,96,Good,2021-07-22
740a02d0786a4239a62076f650cd26da,6,82,Good,2021-07-22
a8badd37c221a3f19d9ad0ac2196849a,6,66,Average,2021-07-22
9425be43ba92c2b4454ca7bf602efad8,6,90,Good,2021-07-22
39539f630a3b94d3ed61ea9d04c9bb05,6,100,Excellent,2021-07-22
7d2a383e54274888b4b73b97e1aaa491,6,99,Good,2021-07-22
39ea40e164f970c54b0530436d5a9f7a,6,66,Average,2021-07-22
bbbe7ef28a0018c4484eaa8b2d0a0328,6,83,Good,2021-07-22
1be883eec3231f9fe43c35bd1b4b3bb5,6,95,Good,2021-07-22
d90e5b6628b4291225cba0bdc643c295,6,75,Average,2021-07-22
d6525aa8638c1d8d4da535fbb1a5fc80,6,85,Good,2021-07-22
20885c72ca35d75619d6a378edea9f76,6,105,Excellent,2021-07-22
db346ccb62d491029b590bbbf0f5c412,6,80,Good,2021-07-22
97f081d3b1b352e9d1aaa2225dd6bb16,6,83,Good,2021-07-22
af1b5754061ebbd4412adfb34c8d3534,6,81,Good,2021-07-22
c09f9caf5e08836d4673ccdd69bb041e,6,88,Good,2021-07-22
ffc58105bf6f8a91aba0fa2d99e6f106,6,87,Good,2021-07-22
16738419b15b05e74e1ecb164430bfa8,6,89,Good,2021-07-22
24e01830d213d75deb99c22b9cd91ddd,6,69,Average,2021-07-22
576d026223582a390cd323bef4bad026,6,81,Good,2021-07-22
4f9c76cf97f84048c5990dd4ef842ea2,6,82,Good,2021-07-22
f8eb278a8bce873ef365b45e939da38a,6,161,Excellent,2021-07-22
1517c8664be296f0d87d9e5fc54fdd60,6,89,Good,2021-07-22
3ce83f544dbe69bb4fb19211fc442c2f,6,90,Good,2021-07-22
551cb238f4895024b98d1943b708de7c,6,88,Good,2021-07-22
27b587bbe83aecf9a98c8fe6ab48cacc,6,105,Excellent,2021-07-21
1597d21403f63da1bb0539592597a525,6,92,Good,2021-07-21
cac8e13055d2e4f62b6322254203b293,6,32,Need Improvement,2021-07-22
e36286b94d3c219f414e0427e5f73aa5,6,101,Excellent,2021-07-16
acff1af62d0f91f4be73f4857552d70c,6,90,Good,2021-07-22
cb16b8498f74ba6b6a6873518624168c,6,98,Good,2021-07-21
14678db82874f1456031fcc05a3afaf6,6,96,Good,2021-07-21
9e406957d45fcb6c6f38c2ada7bace91,6,106,Excellent,2021-07-21
c2c2a04512b35d13102459f8784f1a2d,6,220,Excellent,2021-07-19
4fc28b7093b135c21c7183ac07e928a6,6,74,Average,2021-07-21
da4f21d00b1992e0b25f463b722dcc6a,6,118,Excellent,2021-07-21
7d571e5c15bad5ef8c4352ce7a1d9e78,6,98,Good,2021-07-22
e5afb0f2dbc6d39b312d7406054cb4c6,6,99,Good,2021-07-15
0ff8033cf9437c213ee13937b1c4c455,6,65,Average,2021-08-03
2291d2ec3b3048d1a6f86c2c4591b7e0,6,93,Good,2021-07-31
2dea61eed4bceec564a00115c4d21334,6,100,Excellent,2021-07-27
5c04925674920eb58467fb52ce4ef728,6,81,Good,2021-07-15
b5dc4e5d9b495d0196f61d45b26ef33e,6,83,Good,2021-07-19
f7177163c833dff4b38fc8d2872f1ec6,6,91,Good,2021-07-29
