employee_id_hash,company_id,tenure_years,gender,marital_status,is_permanent,performance_score,performance_rating,has_promotion,behavior_avg,perf_beh_ratio,combined_score,score_difference,tenure_category,performance_level,behavioral_level,high_performer,gender_encoded,marital_status_encoded,is_permanent_encoded,performance_rating_encoded,tenure_category_encoded,performance_level_encoded,behavioral_level_encoded
06997f04a7db92466a2baa6ebc8b872d,66,4,O,married,t,62.45454545454545,Excellent,0,85.75,0.7283328915981977,74.10227272727272,-23.295454545454547,mid,low,medium,0,1,0,1,1,1,1,2
06f7c042b76e4b04f698c75b7b2777ea,101,4,O,married,t,86.0,Good,0,94.0,0.9148936170212766,90.0,-8.0,mid,medium,medium,0,1,0,1,2,1,2,2
076a0c97d09cf1a0ec3e19c7f2529f2b,70,9,O,married,t,98.0,Excellent,0,65.36607142857143,1.4992487365114056,81.68303571428572,32.63392857142857,senior,high,low,0,1,0,1,1,2,0,1
08419be897405321542838d77f855226,77,7,O,married,t,90.45454545454544,Good,0,100.0,0.9045454545454544,95.22727272727272,-9.545454545454561,mid,high,high,1,1,0,1,2,1,0,0
08aac6ac98e59e523995c161e57875f5,63,2,O,single,t,54.0,Average,0,91.66666666666669,0.589090909090909,72.83333333333334,-37.666666666666686,junior,low,medium,0,1,1,1,0,0,1,2
08c5433a60135c32e34f46a71175850c,103,9,O,married,t,106.36363636363636,Excellent,0,93.75,1.1345454545454545,100.05681818181819,12.61363636363636,senior,high,medium,0,1,0,1,1,2,0,2
0b105cf1504c4e241fcc6d519ea962fb,101,12,O,married,t,65.4,Good,0,90.71428571428572,0.7209448818897638,78.05714285714286,-25.314285714285717,senior,low,medium,0,1,0,1,2,2,1,2
0ce2ffd21fc958d9ef0ee9ba5336e357,81,12,O,married,t,107.9,Excellent,0,100.0,1.079,103.95,7.900000000000006,senior,high,high,1,1,0,1,1,2,0,0
0d2b2061826a5df3221116a5085a6052,83,7,O,single,t,91.64285714285714,Good,0,75.78458333333333,1.2092546150154613,83.71372023809523,15.858273809523808,mid,high,low,0,1,1,1,2,1,0,1
0dd1bc593a91620daecf7723d2235624,101,8,O,married,t,89.0,Good,0,95.0,0.9368421052631579,92.0,-6.0,senior,medium,high,0,1,0,1,2,2,2,0
0de5d1a081a3095d62b416e44e055e7a,101,7,O,single,t,91.3846153846154,Average,1,91.0,1.0042265426880814,91.19230769230771,0.384615384615401,mid,high,medium,0,1,1,1,0,1,0,2
0ec04cb3912c4f08874dd03716f80df1,78,1,O,single,t,61.666666666666664,Good,0,97.5,0.6324786324786325,79.58333333333333,-35.833333333333336,junior,low,high,0,1,1,1,2,0,1,0
0efe32849d230d7f53049ddc4a4b0c60,82,12,O,single,t,98.5,Good,0,93.0,1.0591397849462365,95.75,5.5,senior,high,medium,0,1,1,1,2,2,0,2
0f840be9b8db4d3fbd5ba2ce59211f55,67,5,O,married,t,44.5,Good,0,93.75,0.4746666666666667,69.125,-49.25,mid,low,medium,0,1,0,1,2,1,1,2
0f96613235062963ccde717b18f97592,69,15,O,married,t,66.16666666666667,Need Improvement,0,82.8125,0.798993710691824,74.48958333333334,-16.64583333333333,senior,low,low,0,1,0,1,3,2,1,1
0fcbc61acd0479dc77e3cccc0f5ffca7,1,18,O,married,t,89.38461538461539,Good,0,95.5,0.9359645590012082,92.4423076923077,-6.115384615384613,senior,medium,high,0,1,0,1,2,2,2,0
0ff39bbbf981ac0151d340c9aa40e63e,75,10,O,married,t,57.92857142857143,Good,0,72.97023809523809,0.7938657312994536,65.44940476190476,-15.041666666666657,senior,low,low,0,1,0,1,2,2,1,1
0ff8033cf9437c213ee13937b1c4c455,98,16,O,widow,t,67.0,Excellent,0,84.63095238095238,0.7916725277816852,75.81547619047619,-17.63095238095238,senior,low,low,0,1,2,1,1,2,1,1
10cd8cca7d33d4526cf4c264654762c6,70,2,O,single,t,42.0,Excellent,0,85.83333333333333,0.4893203883495146,63.916666666666664,-43.83333333333333,junior,low,medium,0,1,1,1,1,0,1,2
11348e03e23b137d55d94464250a67a2,82,1,O,widow,t,69.4,Excellent,0,89.0,0.7797752808988765,79.2,-19.599999999999994,junior,low,medium,0,1,2,1,1,0,1,2
11b921ef080f7736089c757404650e40,69,4,O,single,t,99.2,Excellent,1,96.66666666666669,1.026206896551724,97.93333333333334,2.5333333333333172,mid,high,high,1,1,1,1,1,1,0,0
11bcd3c1d43688891ed23f5677a174ea,101,14,O,married,t,75.15384615384616,Good,0,97.14285714285714,0.7736425339366517,86.14835164835165,-21.98901098901098,senior,medium,high,0,1,0,1,2,2,2,0
125b93c9b50703fe9dac43ec231f5f83,82,2,O,single,t,81.125,Good,0,87.5,0.9271428571428572,84.3125,-6.375,junior,medium,medium,0,1,1,1,2,0,2,2
12b668a1ada1828ba795332f419d4ef7,75,3,O,single,t,95.72727272727272,Excellent,1,93.25,1.0265659273702168,94.48863636363636,2.4772727272727195,mid,high,medium,0,1,1,1,1,1,0,2
132d6c1408f2492456848667346b54b6,82,1,O,married,t,94.0,Good,0,95.83333333333331,0.9808695652173915,94.91666666666666,-1.8333333333333144,junior,high,high,1,1,0,1,2,0,0,0
1340ccf24722f02bbc81b3822ce23d4c,101,11,O,married,t,94.15384615384616,Excellent,0,97.5,0.9656804733727812,95.82692307692308,-3.3461538461538396,senior,high,high,1,1,0,1,1,2,0,0
1343777b8ead1cef5a79b78a1a48d805,98,6,O,married,t,125.30580357142858,Excellent,0,87.5,1.4320663265306124,106.40290178571429,37.805803571428584,mid,high,medium,0,1,0,1,1,1,0,2
13e36f06c66134ad65f532e90d898545,101,8,O,married,t,75.0,Average,0,97.5,0.7692307692307693,86.25,-22.5,senior,medium,high,0,1,0,1,0,2,2,0
144a3f71a03ab7c4f46f9656608efdb2,81,14,O,married,t,92.75,Good,0,95.0,0.9763157894736842,93.875,-2.25,senior,high,high,1,1,0,1,2,2,0,0
14678db82874f1456031fcc05a3afaf6,101,9,O,married,t,102.14285714285714,Average,0,95.0,1.075187969924812,98.57142857142857,7.142857142857139,senior,high,high,1,1,0,1,0,2,0,0
147702db07145348245dc5a2f2fe5683,81,14,O,married,t,70.46153846153847,Good,0,94.375,0.7466123280692818,82.41826923076923,-23.913461538461533,senior,medium,medium,0,1,0,1,2,2,2,2
1517c8664be296f0d87d9e5fc54fdd60,82,17,O,married,t,95.3076923076923,Good,0,92.5,1.0303534303534303,93.90384615384616,2.8076923076923066,senior,high,medium,0,1,0,1,2,2,0,2
151de84cca69258b17375e2f44239191,69,2,O,single,t,102.0,Excellent,0,93.33333333333331,1.092857142857143,97.66666666666666,8.666666666666686,junior,high,medium,0,1,1,1,1,0,0,2
15756c350dae3457b2718a29dc0018cb,101,0,O,single,t,94.0,Good,0,88.125,1.0666666666666667,91.0625,5.875,junior,high,medium,0,1,1,1,2,0,0,2
1597d21403f63da1bb0539592597a525,101,16,O,married,t,91.14285714285714,Average,0,95.41666666666669,0.9552089831565812,93.27976190476191,-4.273809523809547,senior,high,high,1,1,0,1,0,2,0,0
15de21c670ae7c3f6f3f1f37029303c9,69,6,O,single,t,82.66666666666667,Good,1,82.5,1.002020202020202,82.58333333333334,0.1666666666666714,mid,medium,low,0,1,1,1,2,1,2,1
160c88652d47d0be60bfbfed25111412,81,13,O,married,t,74.25,Good,0,88.75,0.8366197183098592,81.5,-14.5,senior,medium,medium,0,1,0,1,2,2,2,2
161882dd2d19c716819081aee2c08b98,63,0,O,single,t,102.0,Excellent,0,84.58333333333333,1.2059113300492612,93.29166666666666,17.41666666666667,junior,high,low,0,1,1,1,1,0,0,1
16738419b15b05e74e1ecb164430bfa8,82,13,O,married,t,89.25,Excellent,0,93.33333333333331,0.9562500000000002,91.29166666666666,-4.083333333333314,senior,medium,medium,0,1,0,1,1,2,2,2
168908dd3227b8358eababa07fcaf091,67,6,O,married,t,80.57142857142857,Good,0,99.375,0.8107816711590297,89.97321428571428,-18.80357142857143,mid,medium,high,0,1,0,1,2,1,2,0
17326d10d511828f6b34fa6d751739e2,81,12,O,married,f,68.75,Good,0,87.5,0.7857142857142857,78.125,-18.75,senior,low,medium,0,1,0,0,2,2,1,2
176bf6219855a6eb1f3a30903e34b6fb,66,4,O,married,t,36.6331845238095,Good,0,73.88888888888889,0.4957874597207301,55.26103670634919,-37.25570436507939,mid,low,low,0,1,0,1,2,1,1,1
17c276c8e723eb46aef576537e9d56d0,76,4,O,married,t,72.9,Good,1,69.76388888888889,1.044953215210034,71.33194444444445,3.13611111111112,mid,medium,low,0,1,0,1,2,1,2,1
17fafe5f6ce2f1904eb09d2e80a4cbf6,81,11,O,married,t,79.66666666666667,Good,0,81.25,0.9805128205128206,80.45833333333334,-1.5833333333333286,senior,medium,low,0,1,0,1,2,2,2,1
18997733ec258a9fcaf239cc55d53363,63,16,O,married,t,49.81818181818182,Good,0,91.5625,0.5440893577412349,70.6903409090909,-41.74431818181818,senior,low,medium,0,1,0,1,2,2,1,2
197838c579c3b78927e0cd15ba4c9689,70,3,O,married,t,89.75,Good,1,62.114583333333336,1.4449102800603721,75.93229166666667,27.635416666666664,mid,medium,low,0,1,0,1,2,1,2,1
1a4ab15f37a1d2341d947a9996ddfbf7,101,1,O,single,t,95.75,Good,0,94.58333333333331,1.0123348017621148,95.16666666666666,1.1666666666666856,junior,high,medium,0,1,1,1,2,0,0,2
1bb91f73e9d31ea2830a5e73ce3ed328,69,4,O,married,f,77.75,Average,1,75.0,1.0366666666666666,76.375,2.75,mid,medium,low,0,1,0,0,0,1,2,1
1bc2029a8851ad344a8d503930dfd7f7,101,1,O,married,t,87.16666666666667,Good,0,89.0,0.9794007490636705,88.08333333333334,-1.8333333333333286,junior,medium,medium,0,1,0,1,2,0,2,2
1be3bc32e6564055d5ca3e5a354acbef,63,8,O,married,t,39.4,Average,0,90.0,0.43777777777777777,64.7,-50.6,senior,low,medium,0,1,0,1,0,2,1,2
1be883eec3231f9fe43c35bd1b4b3bb5,101,16,O,married,t,92.21428571428572,Excellent,0,90.0,1.0246031746031747,91.10714285714286,2.2142857142857224,senior,high,medium,0,1,0,1,1,2,0,2
1bf50aaf147b3b0ddd26a820d2ed394d,101,14,O,married,t,125.30580357142858,Good,0,87.5,1.4320663265306124,106.40290178571429,37.805803571428584,senior,high,medium,0,1,0,1,2,2,0,2
1c1d4df596d01da60385f0bb17a4a9e0,67,5,O,single,t,51.714285714285715,Average,0,100.0,0.5171428571428571,75.85714285714286,-48.285714285714285,mid,low,high,0,1,1,1,0,1,1,0
1c65cef3dfd1e00c0b03923a1c591db4,81,5,O,married,t,76.38461538461539,Average,0,92.5,0.8257796257796258,84.4423076923077,-16.115384615384613,mid,medium,medium,0,1,0,1,0,1,2,2
1cd73be1e256a7405516501e94e892ac,78,16,O,married,t,56.3,Need Improvement,0,91.25,0.616986301369863,73.775,-34.95,senior,low,medium,0,1,0,1,3,2,1,2
1ce927f875864094e3906a4a0b5ece68,77,14,O,married,t,91.75,Good,1,90.0,1.0194444444444444,90.875,1.75,senior,high,medium,0,1,0,1,2,2,0,2
1d2a48c55f6f10010887cc7d849469a1,101,17,O,married,t,93.15384615384616,Excellent,0,99.16666666666669,0.939366515837104,96.16025641025642,-6.012820512820525,senior,high,high,1,1,0,1,1,2,0,0
1e747ddbea997a1b933aaf58a7953c3c,66,3,O,widow,t,59.61538461538461,Good,1,94.58333333333331,0.6302948153168418,77.09935897435896,-34.9679487179487,mid,low,medium,0,1,2,1,2,1,1,2
1f2b325dcdaf12a68ed498273206d263,81,14,O,married,t,94.0,Good,0,71.14285714285714,1.321285140562249,82.57142857142857,22.85714285714286,senior,high,low,0,1,0,1,2,2,0,1
1f72e258ff730035f2a1fb6637f562c2,82,7,O,married,t,94.5,Good,0,97.0,0.9742268041237113,95.75,-2.5,mid,high,high,1,1,0,1,2,1,0,0
1f8fe28e9283d7b5300af087a298f200,78,3,O,married,t,77.0,Average,1,94.64285714285714,0.8135849056603774,85.82142857142857,-17.64285714285714,mid,medium,medium,0,1,0,1,0,1,2,2
1fc214004c9481e4c8073e85323bfd4b,65,20,O,married,t,77.63636363636364,Need Improvement,0,68.04761904761905,1.1409122717730136,72.84199134199135,9.58874458874459,senior,medium,low,0,1,0,1,3,2,2,1
20546457187cf3d52ea86538403e47cc,66,7,O,single,t,90.5,Excellent,0,96.75,0.9354005167958657,93.625,-6.25,mid,high,high,1,1,1,1,1,1,0,0
205c3608ecb984c1f5f5d2f52c934428,70,12,O,married,t,83.5,Excellent,0,82.5,1.0121212121212122,83.0,1.0,senior,medium,low,0,1,0,1,1,2,2,1
20885c72ca35d75619d6a378edea9f76,101,17,O,married,t,104.33333333333331,Excellent,0,74.37291666666667,1.4028404156979184,89.35312499999999,29.960416666666646,senior,high,low,0,1,0,1,1,2,0,1
2122c699d5e3d2fa6690771845bd7904,101,15,O,married,t,83.3076923076923,Good,0,93.75,0.8886153846153846,88.52884615384616,-10.442307692307693,senior,medium,medium,0,1,0,1,2,2,2,2
2151b4c76b4dcb048d06a5c32942b6f6,101,3,O,married,t,85.46153846153847,Good,1,96.25,0.887912087912088,90.85576923076923,-10.788461538461533,mid,medium,high,0,1,0,1,2,1,2,0
217eedd1ba8c592db97d0dbe54c7adfc,66,14,O,married,t,55.375,Average,0,91.5,0.605191256830601,73.4375,-36.125,senior,low,medium,0,1,0,1,0,2,1,2
2291d2ec3b3048d1a6f86c2c4591b7e0,76,5,O,married,t,73.33333333333333,Excellent,0,97.77777777777776,0.7500000000000001,85.55555555555554,-24.44444444444443,mid,medium,high,0,1,0,1,1,1,2,0
23e846638607adcbc730817a77581220,98,2,O,married,t,95.5,Excellent,0,97.8125,0.9763578274760384,96.65625,-2.3125,junior,high,high,1,1,0,1,1,0,0,0
240ac9371ec2671ae99847c3ae2e6384,70,8,O,single,t,105.57142857142856,Excellent,0,97.5,1.0827838827838827,101.53571428571428,8.071428571428555,senior,high,high,1,1,1,1,1,2,0,0
240c945bb72980130446fc2b40fbb8e0,101,8,O,married,t,89.92307692307692,Good,0,95.41666666666669,0.9424252603291903,92.6698717948718,-5.493589743589766,senior,medium,high,0,1,0,1,2,2,2,0
2421fcb1263b9530df88f7f002e78ea5,63,5,O,single,f,39.42857142857143,Average,0,90.0,0.4380952380952381,64.71428571428572,-50.57142857142857,mid,low,medium,0,1,1,0,0,1,1,2
2458ab18be2a140a1cfb932dd96f25d6,101,3,O,single,t,92.0,Good,0,97.5,0.9435897435897436,94.75,-5.5,mid,high,high,1,1,1,1,2,1,0,0
248e844336797ec98478f85e7626de4a,63,10,O,single,t,56.77777777777778,Average,0,82.5,0.6882154882154883,69.63888888888889,-25.72222222222222,senior,low,low,0,1,1,1,0,2,1,1
249338e601902b14d0f529fe5e6ae417,67,1,O,single,t,70.5,Excellent,0,90.83333333333331,0.7761467889908259,80.66666666666666,-20.333333333333314,junior,medium,medium,0,1,1,1,1,0,2,2
24e01830d213d75deb99c22b9cd91ddd,101,12,O,single,t,63.411764705882355,Good,0,86.42857142857142,0.7336898395721927,74.92016806722688,-23.01680672268906,senior,low,medium,0,1,1,1,2,2,1,2
24f2f931f12a4d9149876a5bef93e96a,64,1,O,single,t,65.625,Good,0,93.125,0.7046979865771812,79.375,-27.5,junior,low,medium,0,1,1,1,2,0,1,2
2548a4ac7ad6eddd035bced24ec6d964,82,1,O,married,t,47.25,Excellent,0,93.125,0.5073825503355704,70.1875,-45.875,junior,low,medium,0,1,0,1,1,0,1,2
254ed7d2de3b23ab10936522dd547b78,101,6,O,married,t,84.85714285714286,Excellent,1,91.0,0.9324960753532182,87.92857142857143,-6.142857142857139,mid,medium,medium,0,1,0,1,1,1,2,2
25df35de87aa441b88f22a6c2a830a17,81,11,O,married,t,79.0,Good,0,96.5625,0.8181229773462784,87.78125,-17.5625,senior,medium,high,0,1,0,1,2,2,2,0
26408ffa703a72e8ac0117e74ad46f33,75,5,O,married,t,81.625,Good,0,100.0,0.81625,90.8125,-18.375,mid,medium,high,0,1,0,1,2,1,2,0
26588e932c7ccfa1df309280702fe1b5,81,10,O,married,t,68.33333333333333,Average,0,77.5,0.8817204301075269,72.91666666666666,-9.166666666666671,senior,low,low,0,1,0,1,0,2,1,1
26b58a41da329e0cbde0cbf956640a58,81,2,O,married,t,85.77777777777777,Average,0,95.0,0.902923976608187,90.38888888888889,-9.222222222222229,junior,medium,high,0,1,0,1,0,0,2,0
2751fae77b24c37382cf6464173d145e,101,0,O,single,t,69.0,Need Improvement,0,78.75,0.8761904761904762,73.875,-9.75,junior,low,low,0,1,1,1,3,0,1,1
27b587bbe83aecf9a98c8fe6ab48cacc,82,13,O,single,t,97.91666666666669,Good,0,96.66666666666669,1.0129310344827587,97.29166666666669,1.25,senior,high,high,1,1,1,1,2,2,0,0
27e9661e033a73a6ad8cefcde965c54d,59,0,O,married,t,100.0,Excellent,0,100.0,1.0,100.0,0.0,junior,high,high,1,1,0,1,1,0,0,0
2823f4797102ce1a1aec05359cc16dd9,68,9,O,married,t,70.5,Good,0,97.5,0.7230769230769231,84.0,-27.0,senior,medium,high,0,1,0,1,2,2,2,0
2838023a778dfaecdc212708f721b788,82,15,O,married,t,36.6331845238095,unknown,0,71.04444444444444,0.5156375675856827,53.83881448412697,-34.41125992063494,senior,low,low,0,1,0,1,4,2,1,1
287e041302f34b11ddfb57afc8048cd8,101,0,O,married,t,125.30580357142858,Average,0,80.0,1.5663225446428573,102.65290178571429,45.305803571428584,junior,high,low,0,1,0,1,0,0,0,1
28ce9bc954876829eeb56ff46da8e1ab,101,0,O,married,t,85.66666666666667,Good,0,83.75,1.0228855721393035,84.70833333333334,1.9166666666666714,junior,medium,low,0,1,0,1,2,0,2,1
28e209b61a52482a0ae1cb9f5959c792,81,17,O,married,t,76.45454545454545,Good,0,87.5,0.8737662337662337,81.97727272727272,-11.045454545454547,senior,medium,medium,0,1,0,1,2,2,2,2
290ff0feb094e836744d3e2403d993fd,78,3,O,married,t,53.875,Need Improvement,0,100.0,0.53875,76.9375,-46.125,mid,low,high,0,1,0,1,3,1,1,0
2912bbeedc16c67bd0529ab7d438c1ac,98,13,O,married,t,69.5,Average,0,78.60416666666666,0.8841770474423537,74.05208333333333,-9.104166666666657,senior,low,low,0,1,0,1,0,2,1,1
298f587406c914fad5373bb689300433,82,10,O,married,t,90.66666666666669,Good,0,90.0,1.0074074074074075,90.33333333333334,0.6666666666666856,senior,high,medium,0,1,0,1,2,2,0,2
29e1c59be16c852670e3be302e8c303b,82,17,O,married,t,125.30580357142858,Good,0,97.5,1.2851877289377291,111.40290178571429,27.805803571428584,senior,high,high,1,1,0,1,2,2,0,0
2a50e9c2d6b89b95bcb416d6857f8b45,81,10,O,married,t,53.18181818181818,Average,0,85.0,0.6256684491978609,69.0909090909091,-31.81818181818182,senior,low,medium,0,1,0,1,0,2,1,2
2a845d4d23b883acb632fefd814e175f,82,0,O,married,t,94.0,Good,0,96.25,0.9766233766233766,95.125,-2.25,junior,high,high,1,1,0,1,2,0,0,0
2ad9e5e943e43cad612a7996c12a8796,82,17,O,married,t,65.27272727272727,Average,0,76.875,0.8490761271249075,71.07386363636363,-11.602272727272734,senior,low,low,0,1,0,1,0,2,1,1
2afe4567e1bf64d32a5527244d104cea,77,12,O,widow,t,42.8,Good,0,88.54166666666666,0.4833882352941177,65.67083333333332,-45.74166666666666,senior,low,medium,0,1,2,1,2,2,1,2
2b346a0aa375a07f5a90a344a61416c4,101,7,O,married,t,83.5,Good,0,92.91666666666669,0.8986547085201791,88.20833333333334,-9.416666666666686,mid,medium,medium,0,1,0,1,2,1,2,2
2b6d65b9a9445c4271ab9076ead5605a,72,15,O,married,t,85.41666666666667,Excellent,0,87.70833333333333,0.973871733966746,86.5625,-2.291666666666657,senior,medium,medium,0,1,0,1,1,2,2,2
2b8a61594b1f4c4db0902a8a395ced93,64,9,O,married,t,48.84615384615385,Good,0,88.59375,0.551349884683218,68.71995192307692,-39.74759615384615,senior,low,medium,0,1,0,1,2,2,1,2
2ba3c4b9390cc43edb94e42144729d33,101,16,O,married,t,81.84615384615384,Average,0,93.33333333333334,0.8769230769230768,87.58974358974359,-11.487179487179503,senior,medium,medium,0,1,0,1,0,2,2,2
2ba596643cbbbc20318224181fa46b28,67,5,O,married,t,56.833333333333336,Excellent,0,100.0,0.5683333333333334,78.41666666666667,-43.166666666666664,mid,low,high,0,1,0,1,1,1,1,0
2ca65f58e35d9ad45bf7f3ae5cfd08f1,76,17,O,married,t,80.7,Good,0,65.47619047619047,1.2325090909090912,73.08809523809524,15.223809523809535,senior,medium,low,0,1,0,1,2,2,2,1
2cbd9c540641923027adb8ab89decc05,101,3,O,married,t,94.1,Good,0,90.0,1.0455555555555556,92.05,4.099999999999994,mid,high,medium,0,1,0,1,2,1,0,2
2d6cc4b2d139a53512fb8cbb3086ae2e,63,4,O,single,t,83.66666666666667,Need Improvement,0,85.0,0.9843137254901961,84.33333333333334,-1.3333333333333286,mid,medium,medium,0,1,1,1,3,1,2,2
2de5d16682c3c35007e4e92982f1a2ba,81,12,O,married,t,100.08333333333331,Good,0,91.66666666666669,1.0918181818181814,95.875,8.416666666666629,senior,high,medium,0,1,0,1,2,2,0,2
2dea61eed4bceec564a00115c4d21334,76,4,O,single,t,85.28571428571429,Excellent,1,95.0,0.8977443609022557,90.14285714285714,-9.714285714285708,mid,medium,high,0,1,1,1,1,1,2,0
2e6d9c6052e99fcdfa61d9b9da273ca2,101,2,O,married,t,91.7,Good,0,90.0,1.018888888888889,90.85,1.7000000000000028,junior,high,medium,0,1,0,1,2,0,0,2
2ed80f6311c1825feb854d78fa969d34,101,8,O,married,t,96.71428571428572,Good,0,97.0,0.9970544918998528,96.85714285714286,-0.2857142857142776,senior,high,high,1,1,0,1,2,2,0,0
2edfeadfe636973b42d7b6ac315b896c,1,22,O,married,t,116.0,unknown,0,69.54545454545453,1.6679738562091506,92.77272727272727,46.45454545454547,senior,high,low,0,1,0,1,4,2,0,1
2f885d0fbe2e131bfc9d98363e55d1d4,65,15,O,married,t,78.33333333333333,Excellent,0,97.5,0.8034188034188033,87.91666666666666,-19.16666666666667,senior,medium,high,0,1,0,1,1,2,2,0
30a237d18c50f563cba4531f1db44acf,101,13,O,married,t,83.0,Average,0,89.5,0.9273743016759777,86.25,-6.5,senior,medium,medium,0,1,0,1,0,2,2,2
30bb3825e8f631cc6075c0f87bb4978c,70,11,O,married,t,38.4,Good,0,60.875,0.6308008213552361,49.6375,-22.475,senior,low,low,0,1,0,1,2,2,1,1
30d4e6422cd65c7913bc9ce62e078b79,75,3,O,married,t,93.1818181818182,Excellent,1,93.4375,0.9972636059592583,93.3096590909091,-0.2556818181817988,mid,high,medium,0,1,0,1,1,1,0,2
30ef30b64204a3088a26bc2e6ecf7602,75,7,O,married,t,50.44444444444444,Good,0,80.0,0.6305555555555555,65.22222222222223,-29.555555555555557,mid,low,low,0,1,0,1,2,1,1,1
311abb492a69fe7da41be858fdd2aae8,101,9,O,single,t,87.07142857142857,Good,0,91.5,0.9516003122560499,89.28571428571428,-4.428571428571431,senior,medium,medium,0,1,1,1,2,2,2,2
31839b036f63806cba3f47b93af8ccb5,65,7,O,married,t,85.11111111111111,Good,0,91.78571428571428,0.9272805879809772,88.4484126984127,-6.674603174603163,mid,medium,medium,0,1,0,1,2,1,2,2
31bd51a7403b980bf1039518120712e0,101,3,O,married,t,83.08333333333333,Good,0,92.5,0.8981981981981981,87.79166666666666,-9.416666666666671,mid,medium,medium,0,1,0,1,2,1,2,2
3341f6f048384ec73a7ba2e77d2db48b,101,16,O,married,t,95.6153846153846,Good,0,90.5,1.056523586910327,93.05769230769229,5.115384615384599,senior,high,medium,0,1,0,1,2,2,0,2
3366297a637d4a3a358dfc6faad2fcf5,65,1,O,married,t,49.166666666666664,Good,0,92.0,0.5344202898550724,70.58333333333333,-42.833333333333336,junior,low,medium,0,1,0,1,2,0,1,2
33ceb07bf4eeb3da587e268d663aba1a,81,13,O,married,t,80.57142857142857,Average,0,97.5,0.8263736263736263,89.03571428571428,-16.92857142857143,senior,medium,high,0,1,0,1,0,2,2,0
33e8075e9970de0cfea955afd4644bb2,68,9,O,married,t,67.0,Good,0,94.16666666666666,0.7115044247787611,80.58333333333333,-27.166666666666657,senior,low,medium,0,1,0,1,2,2,1,2
33ef701c8059391708f1c3ddbe9f1f81,101,13,O,widower,t,89.53846153846153,Average,0,85.83333333333333,1.0431665421956684,87.68589743589743,3.7051282051282044,senior,medium,medium,0,1,3,1,0,2,2,2
34186e9eb70e30487210b962e867b742,101,3,O,married,t,79.0909090909091,Good,0,93.5,0.8458920758385999,86.29545454545455,-14.409090909090907,mid,medium,medium,0,1,0,1,2,1,2,2
3493894fa4ea036cfc6433c3e2ee63b0,70,125,O,married,t,84.33333333333333,Good,0,93.75,0.8995555555555556,89.04166666666666,-9.416666666666671,senior,medium,medium,0,1,0,1,2,2,2,2
34ad9bc83e3c72c62281cb2c744ac966,66,0,O,married,t,98.0,Good,0,88.125,1.1120567375886525,93.0625,9.875,junior,high,medium,0,1,0,1,2,0,0,2
34adeb8e3242824038aa65460a47c29e,81,2,O,single,t,88.41666666666667,Good,1,99.16666666666669,0.891596638655462,93.79166666666669,-10.750000000000014,junior,medium,high,0,1,1,1,2,0,2,0
358f9e7be09177c17d0d17ff73584307,81,3,O,single,t,78.88888888888889,Excellent,0,95.83333333333331,0.8231884057971016,87.3611111111111,-16.94444444444443,mid,medium,high,0,1,1,1,1,1,2,0
35a0f1963430da063133ba27d695f851,101,3,O,married,t,80.08333333333333,Good,0,90.5,0.8848987108655616,85.29166666666666,-10.416666666666671,mid,medium,medium,0,1,0,1,2,1,2,2
