employee_id_hash,company_id,tenure_years,gender,marital_status,is_permanent,performance_score,performance_rating,has_promotion,behavior_avg,psychological_score,drive_score,mental_strength_score,adaptability_score,collaboration_score,has_quick_assessment,holistic_score,score_alignment,leadership_potential
217eedd1ba8c592db97d0dbe54c7adfc,66,14,O,married,t,55.375,Average,0,91.5,27.791666666666668,84.0,84.5,84.0,9.0,1,57.9375,0.6805054085254627,61.650000000000006
2291d2ec3b3048d1a6f86c2c4591b7e0,76,5,O,married,t,73.33333333333333,Excellent,0,97.77777777777776,23.75,73.0,77.0,73.0,7.0,1,65.79166666666666,0.6228141551931812,54.4
240c945bb72980130446fc2b40fbb8e0,101,8,O,married,t,89.92307692307692,Good,0,95.41666666666669,27.7,84.7,86.4,85.3,9.0,1,72.90423076923078,0.623891908832703,62.50000000000001
248e844336797ec98478f85e7626de4a,63,10,O,single,t,56.77777777777778,Average,0,82.5,23.933333333333337,74.6,74.5,74.1,7.0,1,54.64111111111111,0.706445783220032,54.29
24e01830d213d75deb99c22b9cd91ddd,101,12,O,single,t,63.411764705882355,Good,0,86.42857142857142,26.50833333333333,79.7,78.7,82.7,9.0,1,59.24577731092437,0.6977288311199119,58.190000000000005
2823f4797102ce1a1aec05359cc16dd9,68,9,O,married,t,70.5,Good,0,97.5,25.59166666666667,76.8,76.4,79.9,9.0,1,65.1275,0.6367607123498442,56.34
28e209b61a52482a0ae1cb9f5959c792,81,17,O,married,t,76.45454545454545,Good,0,87.5,27.48333333333333,86.1,80.1,83.6,8.0,1,65.07681818181818,0.6805686834254184,60.87
2afe4567e1bf64d32a5527244d104cea,77,12,O,widow,t,42.8,Good,0,88.54166666666666,27.325,84.3,83.7,79.9,9.0,1,51.879999999999995,0.6816905077281383,61.53
2de5d16682c3c35007e4e92982f1a2ba,81,12,O,married,t,100.08333333333331,Good,0,91.66666666666669,25.941666666666663,80.1,79.8,78.4,8.0,1,75.31583333333333,0.594052494385278,58.379999999999995
2e6d9c6052e99fcdfa61d9b9da273ca2,101,2,O,married,t,91.7,Good,0,90.0,7.0,6.0,7.0,7.0,7.0,1,65.78,0.515817183287139,6.6
3341f6f048384ec73a7ba2e77d2db48b,101,16,O,married,t,95.6153846153846,Good,0,90.5,24.983333333333334,79.3,77.7,73.8,7.0,1,72.89115384615384,0.6061411538976443,57.13
33ef701c8059391708f1c3ddbe9f1f81,101,13,O,widower,t,89.53846153846153,Average,0,85.83333333333333,27.325,84.3,83.7,79.9,9.0,1,69.76288461538462,0.651014139707196,61.53
34186e9eb70e30487210b962e867b742,101,3,O,married,t,79.0909090909091,Good,0,93.5,27.525,81.8,84.5,84.0,9.0,1,67.94386363636363,0.653124289641608,60.77
3871bd64012152bfb53fdf04b401193f,67,22,O,married,t,57.09090909090909,Good,0,88.75,24.183333333333337,73.6,76.0,73.6,8.0,1,56.716363636363646,0.6771465496577146,54.63999999999999
39539f630a3b94d3ed61ea9d04c9bb05,82,15,O,married,t,95.46153846153848,Good,0,92.5,25.941666666666663,80.1,79.8,78.4,8.0,1,73.7171153846154,0.6068970656315384,58.379999999999995
3a835d3215755c435ef4fe9965a3f2a0,78,8,O,married,t,81.0,Excellent,0,80.65873015873015,25.891666666666666,84.7,76.8,79.2,8.0,1,64.36511904761905,0.682812460537249,59.32
415585bd389b69659223807d77a96791,61,3,O,married,t,66.07692307692308,Good,1,93.75,27.424999999999997,85.2,82.6,85.3,8.0,1,62.78326923076923,0.6668639925161969,61.26
4a1c2f4dcf2bf76b6b278ae40875d536,82,1,O,married,t,88.5,Good,0,91.25,7.416666666666667,8.0,7.0,7.0,7.0,1,65.0,0.5237280674827629,7.4
4b26dc4663ccf960c8538d595d0a1d3a,82,15,O,married,t,99.58333333333331,Excellent,0,96.5,26.941666666666663,85.6,80.6,82.1,9.0,1,76.86583333333333,0.5892145649963827,61.120000000000005
4fbe073f17f161810fdf3dab1307b30f,75,2,O,single,t,169.0909090909091,Good,0,81.25,24.90833333333333,77.5,77.5,77.9,8.0,1,99.48386363636364,0.2733751097851541,56.65
4fc28b7093b135c21c7183ac07e928a6,101,12,O,married,t,86.61538461538461,Good,0,97.08333333333331,26.025,81.3,79.8,78.2,7.0,1,71.57865384615384,0.6163756308941226,58.56
4fc848051e4459b8a6afeb210c3664ec,101,15,O,married,t,85.38461538461539,Good,0,96.5,27.25,81.8,82.2,84.0,9.0,1,71.27884615384615,0.6280961642873907,60.08
50d2d2262762648589b1943078712aa6,66,9,O,single,t,60.55555555555556,Average,0,77.14285714285714,27.325,81.5,83.7,82.7,9.0,1,55.562579365079365,0.7463195157031492,60.41
53edebc543333dfbf7c5933af792c9c4,101,0,O,single,t,86.5,Good,0,89.375,7.833333333333333,8.0,8.0,7.0,8.0,1,63.7625,0.5372950279025481,8.0
54e8912427a8d007ece906c577fdca60,77,1,O,single,t,94.0,Good,0,67.5,6.25,6.0,6.0,6.0,7.0,1,59.725,0.5499282464613744,6.300000000000001
5637f327937ff2beb7d0a499a0b99d3c,78,0,O,single,t,0.0,,0,87.5,8.0,7.0,8.0,8.0,8.0,1,28.65,0.5162559216555376,7.6
5737034557ef5b8c02c0e46513b98f90,68,7,O,married,t,75.75,Need Improvement,0,90.0,24.71666666666667,77.7,73.9,76.0,8.0,1,64.715,0.6567465168367498,55.65
59b1deff341edb0b76ace57820cef237,101,2,O,married,t,92.4,Good,0,98.33333333333331,27.333333333333332,85.8,84.3,82.9,8.0,1,74.66,0.6060906289606801,62.01
5d78d182fd5f5510588695863d22ac27,64,2,O,married,t,43.0,Good,0,88.33333333333334,7.083333333333333,6.0,7.0,7.0,8.0,1,45.825,0.5928415428125564,6.9
5db60c98209913790e4fcce4597ee37c,101,16,O,married,t,73.92307692307692,Average,0,90.0,7.444444444444445,0.0,0.0,0.0,6.0,1,58.802564102564105,0.56233011327149,1.7999999999999998
5e9fb672ee46be628a141b594d7c6f3e,63,1,O,single,t,132.66666666666666,Excellent,0,82.5,5.75,5.0,6.0,5.0,5.0,1,79.54166666666666,0.3607934968230504,5.3
5ea1649a31336092c05438df996a3e59,68,8,O,married,t,57.285714285714285,Good,0,92.0,27.641666666666666,84.6,84.3,86.8,9.0,1,58.80678571428571,0.6778756383698508,61.83
66368270ffd51418ec58bd793f2d9b1b,63,11,O,married,t,63.55555555555556,Average,0,93.125,27.058333333333337,84.6,81.6,81.5,7.0,1,61.477222222222224,0.6690618456786877,60.419999999999995
67d16d00201083a2b118dd5128dd6f59,72,7,O,married,t,61.69230769230769,Good,0,89.5,27.7,84.7,86.4,85.3,9.0,1,59.83692307692307,0.6904846602151515,62.50000000000001
67d96d458abdef21792e6d8e590244e7,99,15,O,widow,t,91.7,Good,0,82.5,28.808333333333337,88.3,84.5,87.9,10.0,1,70.0725,0.660323761856589,63.67
6c468ec5a41d65815de23ec1d08d7951,74,2,O,single,t,100.0,Excellent,0,96.25,6.166666666666667,6.0,6.0,6.0,6.0,1,70.725,0.4687473311613878,6.0
6eb6e75fddec0218351dc5c0c8464104,81,12,O,married,t,59.44444444444444,Average,0,100.0,25.458333333333332,77.7,78.1,77.7,8.0,1,61.415277777777774,0.6268095011855878,56.91
6fe43269967adbb64ec6149852b5cc3e,81,2,O,single,t,77.0,Average,0,98.33333333333334,25.241666666666664,75.6,80.6,76.7,8.0,1,67.8725,0.6241359306729211,56.81999999999999
7612936dcc85282c6fa4dd9d4ffe57f1,101,5,O,married,t,90.3846153846154,Good,1,90.83333333333331,28.55,88.0,86.6,84.0,9.0,1,71.96884615384616,0.6416953200912217,63.88
76383b34503afb0508f8364787c55800,76,0,O,single,t,120.0,Excellent,0,85.0,8.0,8.0,8.0,8.0,8.0,1,75.9,0.4270253059689285,8.0
76cf99d3614e23eabab16fb27e944bf9,81,11,O,single,t,63.888888888888886,Average,0,90.3125,24.233333333333334,74.6,74.5,76.7,8.0,1,59.91930555555555,0.6674034832330096,54.59
77ef24b42fcecae4ba74fa68137f3e43,101,0,O,single,t,87.0,Good,0,85.0,6.166666666666667,6.0,6.0,6.0,7.0,1,62.150000000000006,0.538973568685731,6.300000000000001
7810ccd41bf26faaa2c4e1f20db70a71,81,18,O,married,t,93.27272727272728,Average,0,45.0,27.058333333333337,79.3,83.7,82.7,9.0,1,58.92659090909091,0.6575454880356094,59.53
795c7a7a5ec6b460ec00c5841019b9e9,65,8,O,married,t,92.375,Good,0,83.125,26.78333333333333,80.1,83.4,81.9,9.0,1,69.9225,0.6449832717817161,59.760000000000005
7aa685b3b1dc1d6780bf36f7340078c9,82,4,O,married,t,211.28571428571428,Excellent,1,100.0,27.058333333333337,81.3,81.7,87.7,9.0,1,122.63178571428573,0.0722363372714792,59.73
7da18d0326a9f46a4817e19c805819ae,82,12,O,single,t,90.33333333333331,Good,0,91.875,27.441666666666663,85.6,85.8,81.9,8.0,1,71.92833333333333,0.6323635646306107,62.38
8065d07da4a77621450aa84fee5656d9,67,6,O,married,t,79.42857142857143,Good,0,100.0,25.21666666666667,75.6,77.7,79.3,8.0,1,69.33642857142857,0.6136784319631363,55.95
812214fb8e7066bfa6e32c626c2c688b,82,4,O,married,t,97.9,Good,1,90.83333333333334,25.458333333333332,77.7,78.1,77.7,8.0,1,74.04750000000001,0.6005916151726776,56.91
828c3938b662961ed8f775ed638b97f2,82,1,O,single,t,73.0,Excellent,0,88.33333333333333,24.21666666666667,77.5,72.5,74.6,7.0,1,62.965,0.6651898133104205,54.85
8757150decbd89b0f5442ca3db4d0e0e,76,6,O,married,t,96.5,Need Improvement,0,75.21291666666666,24.2,75.8,74.0,73.6,8.0,1,68.423875,0.6284548573035269,54.919999999999995
8cb22bdd0b7ba1ab13d742e22eed8da2,81,6,O,single,t,71.0,Good,1,94.375,24.2,75.8,74.0,73.6,8.0,1,63.9725,0.642668192245172,54.919999999999995
8d317bdcf4aafcfc22149d77babee96d,66,20,O,married,t,62.714285714285715,Average,0,84.375,16.566192404338956,0.0,0.0,0.0,0.0,1,55.368072007015975,0.6536652041964722,0.0
8f468c873a32bb0619eaeb2050ba45d1,82,8,O,married,t,58.18181818181818,Good,0,90.0,25.891666666666666,84.7,76.8,79.2,8.0,1,58.04022727272727,0.6794554377868787,59.32
90415f9b8d0fe2da891b58a2dab18f8d,81,1,O,single,t,87.2,Average,0,60.0,24.616666666666664,75.0,80.1,74.3,7.0,1,60.265,0.6861928965938658,56.13
91e82999cf7e45da1070ebd673690716,98,2,O,single,t,101.0,Good,0,87.8611111111111,24.75,77.1,75.7,74.2,8.0,1,74.18333333333334,0.5923705676533817,55.95
943b5fd1ef60d3a4db537af4a4d0c802,82,17,O,married,t,76.33333333333333,Need Improvement,0,90.0,27.083333333333332,81.8,81.5,82.7,9.0,1,65.65833333333333,0.6690708227273238,59.870000000000005
9649dec6196d730c5e024f204477d8d1,101,14,O,married,t,64.3529411764706,Good,0,90.83333333333331,28.808333333333337,88.3,84.5,87.9,10.0,1,61.63367647058823,0.6887731015131766,63.67
98ed99f6e48755fa5aeafc04675a7e67,75,2,O,single,t,91.75,Need Improvement,0,96.25,25.441666666666663,76.9,78.2,79.2,8.0,1,73.2075,0.6035393012565455,56.620000000000005
996a7fa078cc36c46d02f9af3bef918b,70,13,O,married,t,85.6923076923077,Good,0,63.57738095238096,25.46666666666667,75.8,76.2,81.6,9.0,1,60.99013736263737,0.6953519964223999,55.88
99b410aa504a6f67da128d333896ecd4,77,1,O,married,t,96.0,Good,0,97.5,8.25,8.0,8.0,8.0,9.0,1,70.125,0.4889899707442133,8.299999999999999
9a32ff36c65e8ba30915a21b7bd76506,82,13,O,married,t,94.63636363636364,Excellent,0,90.0,26.333333333333332,80.0,80.0,83.0,9.0,1,72.75454545454546,0.6183316391422671,58.7
9b523b0c92185f39a0da77a82c51b46a,82,3,O,single,t,89.63636363636364,Good,1,90.83333333333331,26.941666666666663,85.6,80.6,82.1,9.0,1,71.18704545454545,0.6345276382081668,61.120000000000005
a34bacf839b923770b2c360eefa26748,76,12,O,single,t,110.85714285714286,Excellent,0,86.875,24.233333333333334,74.6,74.5,76.7,8.0,1,77.67535714285715,0.5527341216678194,54.59
ab9ebd57177b5106ad7879f0896685d4,63,0,O,single,t,46.0,Average,0,78.75,6.0,5.0,7.0,6.0,6.0,1,43.825,0.63564840698395,5.8999999999999995
aea94dc1e6d1dd330cbc2c4a480934d6,82,4,O,married,t,80.35714285714286,Good,1,96.875,25.21666666666667,75.6,77.7,79.3,8.0,1,68.77035714285715,0.6247616656218029,55.95
b337e84de8752b27eda3a12363109e80,63,4,O,married,t,68.88888888888889,Excellent,0,90.0,23.75,73.0,77.0,73.0,7.0,1,61.68055555555556,0.6615658409067544,54.4
b495ce63ede0f4efc9eec62cb947c162,81,11,O,married,t,99.0909090909091,Good,0,92.5,27.441666666666663,85.6,85.8,81.9,8.0,1,75.61886363636364,0.6039856745283996,62.38
b7ee6f5f9aa5cd17ca1aea43ce848496,78,15,O,married,t,0.0,,0,74.24791666666667,24.541666666666668,76.5,76.5,76.5,8.0,1,29.636875,0.62171972865831,55.95
c09f9caf5e08836d4673ccdd69bb041e,82,17,O,married,t,90.0,Good,0,86.66666666666667,28.808333333333337,88.3,84.5,87.9,10.0,1,70.6425,0.6559283525032742,63.67
c2aee86157b4a40b78132f1e71a9e6f1,75,14,O,married,t,81.81818181818181,Excellent,0,88.75,27.325,84.3,83.7,79.9,9.0,1,67.54977272727272,0.6635829078615058,61.53
ce5140df15d046a66883807d18d0264b,67,9,O,married,t,62.333333333333336,Good,0,100.0,28.025,86.4,83.4,85.5,9.0,1,63.340833333333336,0.6399944412723397,62.28
cffb6e2288a630c2a787a64ccc67097c,77,1,O,single,t,96.0,Good,0,100.0,25.291666666666668,77.0,77.0,83.5,8.0,1,75.98750000000001,0.579742073796297,56.3
d149231f39b05ae135fa763edb358064,72,2,O,single,t,109.0,Excellent,0,90.5,6.333333333333333,5.0,7.0,7.0,7.0,1,72.65,0.4527839819866652,6.199999999999999
d2dc6368837861b42020ee72b0896182,101,16,O,married,t,76.53846153846153,Average,0,97.5,27.708333333333332,85.4,83.4,83.7,9.0,1,68.17788461538461,0.6418881866577859,61.88000000000001
d2ed45a52bc0edfa11c2064e9edee8bf,65,8,O,married,t,65.15384615384616,Need Improvement,0,88.75000000000001,26.78333333333333,80.1,83.4,81.9,9.0,1,60.721538461538465,0.6872449705115764,59.760000000000005
d811406316b669ad3d370d78b51b1d2e,77,2,O,single,f,74.375,Good,0,90.0,24.583333333333332,80.0,75.0,75.0,7.0,1,64.125,0.6583693277767587,56.6
d93591bdf7860e1e4ee2fca799911215,76,12,O,married,t,94.14285714285714,Good,0,97.5,26.50833333333333,79.7,78.7,82.7,9.0,1,74.85964285714286,0.5994687703558472,58.190000000000005
dfa037a53e121ecc9e0926800c3e814e,82,16,O,married,t,91.6923076923077,Good,0,77.55555555555556,27.641666666666666,84.3,83.7,82.7,9.0,1,68.23608974358974,0.6635051094795088,61.53
e515df0d202ae52fcebb14295743063b,68,12,O,married,t,93.5,Good,0,100.0,27.641666666666666,84.3,83.7,82.7,9.0,1,75.69250000000001,0.5996814087042208,61.53
e7f8a7fb0b77bcb3b283af5be021448f,77,15,O,married,t,99.625,Good,0,100.0,7.444444444444445,0.0,0.0,0.0,6.0,1,72.08333333333333,0.4667094864315136,1.7999999999999998
eab9c5e9815adc4c40a6557495eed6d3,70,1,O,married,t,97.5,Good,0,100.0,23.0,70.0,70.0,75.0,8.0,1,75.9,0.5624785719533271,51.4
eed5af6add95a9a6f1252739b1ad8c24,63,13,O,married,t,71.25,Average,0,89.6875,24.916666666666668,75.6,77.7,76.7,8.0,1,62.88125,0.6662840520561881,55.95
f19ec2b84181033bf4753a5a51d5d608,64,0,O,single,t,0.0,,0,88.75,26.333333333333332,80.0,77.0,87.0,9.0,1,34.525,0.5441885034684071,57.8
f2201f5191c4e92cc5af043eebfd0946,78,8,O,married,t,102.0,Excellent,0,95.83333333333331,24.875,73.0,77.2,79.3,8.0,1,77.0125,0.5714097047252427,54.76
f35fd567065af297ae65b621e0a21ae9,82,13,O,married,t,80.38461538461539,Good,0,91.07142857142856,7.444444444444445,0.0,0.0,0.0,6.0,1,61.70860805860805,0.5448819020106603,1.7999999999999998
f3c89b7be367aa4246f90aa007efe525,101,9,O,married,t,79.0,Good,0,95.0,24.71666666666667,77.7,73.9,76.0,8.0,1,67.515,0.6316155264260308,55.65
f93882cbd8fc7fb794c1011d63be6fb6,81,6,O,single,t,78.33333333333333,Average,0,80.0,27.641666666666666,84.6,84.3,86.8,9.0,1,63.625833333333325,0.702403575383634,61.83
fa14d4fe2f19414de3ebd9f63d5c0169,66,13,O,married,t,58.375,Good,0,80.0,26.025,81.3,79.8,78.2,7.0,1,55.1575,0.7283548960500117,58.56
fd9dd764a6f1d73f4340d570804eacc4,63,2,O,married,t,24.5,Need Improvement,0,96.25,6.333333333333333,6.0,5.0,7.0,8.0,1,40.575,0.5245511380070719,6.300000000000001
