employee_id_hash,company_id,tenure_years,gender,marital_status,is_permanent,performance_score,performance_rating,has_promotion,behavior_avg
0de5d1a081a3095d62b416e44e055e7a,101,7,O,single,t,91.38461538461539,Average,1,91.0
0ec04cb3912c4f08874dd03716f80df1,78,1,O,single,t,61.666666666666664,Good,0,97.5
0efe32849d230d7f53049ddc4a4b0c60,82,12,O,single,t,98.5,Good,0,93.0
0f840be9b8db4d3fbd5ba2ce59211f55,67,5,O,married,t,44.5,Good,0,93.75
0f96613235062963ccde717b18f97592,69,15,O,married,t,66.16666666666667,Need Improvement,0,82.8125
0fcbc61acd0479dc77e3cccc0f5ffca7,1,18,O,married,t,89.38461538461539,Good,0,95.5
0ff39bbbf981ac0151d340c9aa40e63e,75,10,O,married,t,57.92857142857143,Good,0,72.97023809523809
0ff8033cf9437c213ee13937b1c4c455,98,16,O,widow,t,67.0,Excellent,0,84.63095238095238
10cd8cca7d33d4526cf4c264654762c6,70,2,O,single,t,42.0,Excellent,0,85.83333333333333
11348e03e23b137d55d94464250a67a2,82,1,O,widow,t,69.4,Excellent,0,89.0
11b921ef080f7736089c757404650e40,69,4,O,single,t,99.2,Excellent,1,96.66666666666667
11bcd3c1d43688891ed23f5677a174ea,101,14,O,married,t,75.15384615384616,Good,0,97.14285714285714
125b93c9b50703fe9dac43ec231f5f83,82,2,O,single,t,81.125,Good,0,87.5
12b668a1ada1828ba795332f419d4ef7,75,3,O,single,t,95.72727272727273,Excellent,1,93.25
132d6c1408f2492456848667346b54b6,82,1,O,married,t,94.0,Good,0,95.83333333333333
1340ccf24722f02bbc81b3822ce23d4c,101,11,O,married,t,94.15384615384616,Excellent,0,97.5
1343777b8ead1cef5a79b78a1a48d805,98,6,O,married,t,126.33333333333333,Excellent,0,87.5
13e36f06c66134ad65f532e90d898545,101,8,O,married,t,75.0,Average,0,97.5
144a3f71a03ab7c4f46f9656608efdb2,81,14,O,married,t,92.75,Good,0,95.0
14678db82874f1456031fcc05a3afaf6,101,9,O,married,t,102.14285714285714,Average,0,95.0
147702db07145348245dc5a2f2fe5683,81,14,O,married,t,70.46153846153847,Good,0,94.375
1517c8664be296f0d87d9e5fc54fdd60,82,17,O,married,t,95.3076923076923,Good,0,92.5
151de84cca69258b17375e2f44239191,69,2,O,single,t,102.0,Excellent,0,93.33333333333333
15756c350dae3457b2718a29dc0018cb,101,0,O,single,t,94.0,Good,0,88.125
1597d21403f63da1bb0539592597a525,101,16,O,married,t,91.14285714285714,Average,0,95.41666666666667
15de21c670ae7c3f6f3f1f37029303c9,69,6,O,single,t,82.66666666666667,Good,1,82.5
160c88652d47d0be60bfbfed25111412,81,13,O,married,t,74.25,Good,0,88.75
161882dd2d19c716819081aee2c08b98,63,0,O,single,t,102.0,Excellent,0,84.58333333333333
16738419b15b05e74e1ecb164430bfa8,82,13,O,married,t,89.25,Excellent,0,93.33333333333333
168908dd3227b8358eababa07fcaf091,67,6,O,married,t,80.57142857142857,Good,0,99.375
17326d10d511828f6b34fa6d751739e2,81,12,O,married,f,68.75,Good,0,87.5
176bf6219855a6eb1f3a30903e34b6fb,66,4,O,married,t,16.166666666666668,Good,0,73.88888888888889
17c276c8e723eb46aef576537e9d56d0,76,4,O,married,t,72.9,Good,1,69.76388888888889
17fafe5f6ce2f1904eb09d2e80a4cbf6,81,11,O,married,t,79.66666666666667,Good,0,81.25
18997733ec258a9fcaf239cc55d53363,63,16,O,married,t,49.81818181818182,Good,0,91.5625
197838c579c3b78927e0cd15ba4c9689,70,3,O,married,t,89.75,Good,1,62.114583333333336
1a4ab15f37a1d2341d947a9996ddfbf7,101,1,O,single,t,95.75,Good,0,94.58333333333333
1bb91f73e9d31ea2830a5e73ce3ed328,69,4,O,married,f,77.75,Average,1,75.0
1bc2029a8851ad344a8d503930dfd7f7,101,1,O,married,t,87.16666666666667,Good,0,89.0
1be3bc32e6564055d5ca3e5a354acbef,63,8,O,married,t,39.4,Average,0,90.0
1be883eec3231f9fe43c35bd1b4b3bb5,101,16,O,married,t,92.21428571428571,Excellent,0,90.0
1bf50aaf147b3b0ddd26a820d2ed394d,101,14,O,married,t,144.66666666666666,Good,0,87.5
1c1d4df596d01da60385f0bb17a4a9e0,67,5,O,single,t,51.714285714285715,Average,0,100.0
1c65cef3dfd1e00c0b03923a1c591db4,81,5,O,married,t,76.38461538461539,Average,0,92.5
1cd73be1e256a7405516501e94e892ac,78,16,O,married,t,56.3,Need Improvement,0,91.25
1ce927f875864094e3906a4a0b5ece68,77,14,O,married,t,91.75,Good,1,90.0
1d2a48c55f6f10010887cc7d849469a1,101,17,O,married,t,93.15384615384616,Excellent,0,99.16666666666667
1e747ddbea997a1b933aaf58a7953c3c,66,3,O,widow,t,59.61538461538461,Good,1,94.58333333333333
1f2b325dcdaf12a68ed498273206d263,81,14,O,married,t,94.0,Good,0,71.14285714285714
1f72e258ff730035f2a1fb6637f562c2,82,7,O,married,t,94.5,Good,0,97.0
1f8fe28e9283d7b5300af087a298f200,78,3,O,married,t,77.0,Average,1,94.64285714285714
1fc214004c9481e4c8073e85323bfd4b,65,20,O,married,t,77.63636363636364,Need Improvement,0,68.04761904761905
20546457187cf3d52ea86538403e47cc,66,7,O,single,t,90.5,Excellent,0,96.75
205c3608ecb984c1f5f5d2f52c934428,70,12,O,married,t,83.5,Excellent,0,82.5
20885c72ca35d75619d6a378edea9f76,101,17,O,married,t,104.33333333333333,Excellent,0,74.37291666666667
2122c699d5e3d2fa6690771845bd7904,101,15,O,married,t,83.3076923076923,Good,0,93.75
2151b4c76b4dcb048d06a5c32942b6f6,101,3,O,married,t,85.46153846153847,Good,1,96.25
217eedd1ba8c592db97d0dbe54c7adfc,66,14,O,married,t,55.375,Average,0,91.5
2291d2ec3b3048d1a6f86c2c4591b7e0,76,5,O,married,t,73.33333333333333,Excellent,0,97.77777777777777
23e846638607adcbc730817a77581220,98,2,O,married,t,95.5,Excellent,0,97.8125
240ac9371ec2671ae99847c3ae2e6384,70,8,O,single,t,105.57142857142857,Excellent,0,97.5
240c945bb72980130446fc2b40fbb8e0,101,8,O,married,t,89.92307692307692,Good,0,95.41666666666667
2421fcb1263b9530df88f7f002e78ea5,63,5,O,single,f,39.42857142857143,Average,0,90.0
2458ab18be2a140a1cfb932dd96f25d6,101,3,O,single,t,92.0,Good,0,97.5
248e844336797ec98478f85e7626de4a,63,10,O,single,t,56.77777777777778,Average,0,82.5
249338e601902b14d0f529fe5e6ae417,67,1,O,single,t,70.5,Excellent,0,90.83333333333333
24e01830d213d75deb99c22b9cd91ddd,101,12,O,single,t,63.411764705882355,Good,0,86.42857142857142
24f2f931f12a4d9149876a5bef93e96a,64,1,O,single,t,65.625,Good,0,93.125
2548a4ac7ad6eddd035bced24ec6d964,82,1,O,married,t,47.25,Excellent,0,93.125
254ed7d2de3b23ab10936522dd547b78,101,6,O,married,t,84.85714285714286,Excellent,1,91.0
25df35de87aa441b88f22a6c2a830a17,81,11,O,married,t,79.0,Good,0,96.5625
26408ffa703a72e8ac0117e74ad46f33,75,5,O,married,t,81.625,Good,0,100.0
26588e932c7ccfa1df309280702fe1b5,81,10,O,married,t,68.33333333333333,Average,0,77.5
26b58a41da329e0cbde0cbf956640a58,81,2,O,married,t,85.77777777777777,Average,0,95.0
2751fae77b24c37382cf6464173d145e,101,0,O,single,t,69.0,Need Improvement,0,78.75
27b587bbe83aecf9a98c8fe6ab48cacc,82,13,O,single,t,97.91666666666667,Good,0,96.66666666666667
27e9661e033a73a6ad8cefcde965c54d,59,0,O,married,t,100.0,Excellent,0,100.0
2823f4797102ce1a1aec05359cc16dd9,68,9,O,married,t,70.5,Good,0,97.5
2838023a778dfaecdc212708f721b788,82,15,O,married,t,0.0,,0,71.04444444444444
287e041302f34b11ddfb57afc8048cd8,101,0,O,married,t,402.25,Average,0,80.0
28ce9bc954876829eeb56ff46da8e1ab,101,0,O,married,t,85.66666666666667,Good,0,83.75
28e209b61a52482a0ae1cb9f5959c792,81,17,O,married,t,76.45454545454545,Good,0,87.5
290ff0feb094e836744d3e2403d993fd,78,3,O,married,t,53.875,Need Improvement,0,100.0
2912bbeedc16c67bd0529ab7d438c1ac,98,13,O,married,t,69.5,Average,0,78.60416666666666
298f587406c914fad5373bb689300433,82,10,O,married,t,90.66666666666667,Good,0,90.0
29e1c59be16c852670e3be302e8c303b,82,17,O,married,t,350.64285714285717,Good,0,97.5
2a50e9c2d6b89b95bcb416d6857f8b45,81,10,O,married,t,53.18181818181818,Average,0,85.0
2a845d4d23b883acb632fefd814e175f,82,0,O,married,t,94.0,Good,0,96.25
2ad9e5e943e43cad612a7996c12a8796,82,17,O,married,t,65.27272727272727,Average,0,76.875
2afe4567e1bf64d32a5527244d104cea,77,12,O,widow,t,42.8,Good,0,88.54166666666666
2b346a0aa375a07f5a90a344a61416c4,101,7,O,married,t,83.5,Good,0,92.91666666666667
2b6d65b9a9445c4271ab9076ead5605a,72,15,O,married,t,85.41666666666667,Excellent,0,87.70833333333333
2b8a61594b1f4c4db0902a8a395ced93,64,9,O,married,t,48.84615384615385,Good,0,88.59375
2ba3c4b9390cc43edb94e42144729d33,101,16,O,married,t,81.84615384615384,Average,0,93.33333333333334
2ba596643cbbbc20318224181fa46b28,67,5,O,married,t,56.833333333333336,Excellent,0,100.0
2ca65f58e35d9ad45bf7f3ae5cfd08f1,76,17,O,married,t,80.7,Good,0,65.47619047619047
2cbd9c540641923027adb8ab89decc05,101,3,O,married,t,94.1,Good,0,90.0
2d6cc4b2d139a53512fb8cbb3086ae2e,63,4,O,single,t,83.66666666666667,Need Improvement,0,85.0
2de5d16682c3c35007e4e92982f1a2ba,81,12,O,married,t,100.08333333333333,Good,0,91.66666666666667
2dea61eed4bceec564a00115c4d21334,76,4,O,single,t,85.28571428571429,Excellent,1,95.0
2e6d9c6052e99fcdfa61d9b9da273ca2,101,2,O,married,t,91.7,Good,0,90.0
2ed80f6311c1825feb854d78fa969d34,101,8,O,married,t,96.71428571428571,Good,0,97.0
2edfeadfe636973b42d7b6ac315b896c,1,22,O,married,t,116.0,,0,69.54545454545453
2f885d0fbe2e131bfc9d98363e55d1d4,65,15,O,married,t,78.33333333333333,Excellent,0,97.5
30a237d18c50f563cba4531f1db44acf,101,13,O,married,t,83.0,Average,0,89.5
30bb3825e8f631cc6075c0f87bb4978c,70,11,O,married,t,38.4,Good,0,60.875
30d4e6422cd65c7913bc9ce62e078b79,75,3,O,married,t,93.18181818181819,Excellent,1,93.4375
30ef30b64204a3088a26bc2e6ecf7602,75,7,O,married,t,50.44444444444444,Good,0,80.0
311abb492a69fe7da41be858fdd2aae8,101,9,O,single,t,87.07142857142857,Good,0,91.5
31839b036f63806cba3f47b93af8ccb5,65,7,O,married,t,85.11111111111111,Good,0,91.78571428571428
31bd51a7403b980bf1039518120712e0,101,3,O,married,t,83.08333333333333,Good,0,92.5
3341f6f048384ec73a7ba2e77d2db48b,101,16,O,married,t,95.61538461538461,Good,0,90.5
3366297a637d4a3a358dfc6faad2fcf5,65,1,O,married,t,49.166666666666664,Good,0,92.0
33ceb07bf4eeb3da587e268d663aba1a,81,13,O,married,t,80.57142857142857,Average,0,97.5
33e8075e9970de0cfea955afd4644bb2,68,9,O,married,t,67.0,Good,0,94.16666666666666
33ef701c8059391708f1c3ddbe9f1f81,101,13,O,widower,t,89.53846153846153,Average,0,85.83333333333333
34186e9eb70e30487210b962e867b742,101,3,O,married,t,79.0909090909091,Good,0,93.5
3493894fa4ea036cfc6433c3e2ee63b0,70,125,O,married,t,84.33333333333333,Good,0,93.75
34ad9bc83e3c72c62281cb2c744ac966,66,0,O,married,t,98.0,Good,0,88.125
34adeb8e3242824038aa65460a47c29e,81,2,O,single,t,88.41666666666667,Good,1,99.16666666666667
358f9e7be09177c17d0d17ff73584307,81,3,O,single,t,78.88888888888889,Excellent,0,95.83333333333333
35a0f1963430da063133ba27d695f851,101,3,O,married,t,80.08333333333333,Good,0,90.5
36f4d832825380f102846560a5104c90,69,1,O,married,t,49.5,Good,0,93.75
37693cfc748049e45d87b8c7d8b9aacd,59,20,O,married,t,42.77777777777778,Need Improvement,0,59.54545454545455
37db6bb5f1db992df92a919d20757eec,101,15,O,widow,t,83.28571428571429,Excellent,0,95.0
3871bd64012152bfb53fdf04b401193f,67,22,O,married,t,57.09090909090909,Good,0,88.75
394868456436dbe743e4380554c0493a,82,12,O,single,t,91.75,Good,0,95.0
3948ead63a9f2944218de038d8934305,81,12,O,married,t,67.25,Average,0,95.0
39539f630a3b94d3ed61ea9d04c9bb05,82,15,O,married,t,95.46153846153847,Good,0,92.5
39e4973ba3321b80f37d9b55f63ed8b8,81,10,O,married,t,67.08333333333333,Average,0,85.0
39ea40e164f970c54b0530436d5a9f7a,82,15,O,married,t,80.92307692307692,Excellent,0,99.375
3a066bda8c96b9478bb0512f0a43028c,76,6,O,single,t,68.0,Excellent,0,88.33333333333334
3a09a524440d44d7f19870070a5ad42f,101,1,O,single,t,78.0,Good,0,90.0
3a2a9aef4cbed81244820a091667c0bd,101,2,O,married,t,88.18181818181819,Good,0,99.58333333333333
3a4496776767aaa99f9804d0905fe584,77,4,O,single,t,99.16666666666667,Good,0,100.0
3a835d3215755c435ef4fe9965a3f2a0,78,8,O,married,t,81.0,Excellent,0,80.65873015873015
3ac48664b7886cf4e4ab4aba7e6b6bc9,83,12,O,married,t,89.42857142857143,Good,0,73.04646464646464
3b3dbaf68507998acd6a5a5254ab2d76,64,14,O,married,t,108.66666666666667,Good,0,94.0625
3b5dca501ee1e6d8cd7b905f4e1bf723,65,19,O,married,t,86.66666666666667,Good,0,63.57738095238096
3b5e2c9be5002e87e0477099db5ff21b,75,2,O,single,t,98.0,Excellent,0,95.625
3bf55bbad370a8fcad1d09b005e278c2,81,7,O,married,t,66.33333333333333,Need Improvement,0,83.75
3c7781a36bcd6cf08c11a970fbe0e2a6,63,9,O,married,t,47.42857142857143,Average,0,92.5
3cef96dcc9b8035d23f69e30bb19218a,67,9,O,married,t,77.42857142857143,Good,0,86.25
3d779cae2d46cf6a8a99a35ba4167977,81,15,O,married,t,97.22222222222223,Good,0,96.875
3d8e28caf901313a554cebc7d32e67e5,65,5,O,married,t,90.9,Good,1,90.0
3dde889723e33ace6af907cd5cc8e187,82,2,O,married,t,106.625,Excellent,0,78.75
3e195b0793297114c668f772c6e2d9ba,82,13,O,married,t,91.08333333333333,Excellent,0,90.0
3e441eec3456b703a4fe741005f3981f,101,3,O,married,t,84.63636363636364,Average,0,85.83333333333334
3e89ebdb49f712c7d90d1b39e348bbbf,65,11,O,married,t,83.42857142857143,Average,0,77.1875
3fa146219c48a4393aace23e8f353125,101,16,O,married,t,81.06666666666666,Good,0,92.85714285714286
3fc0a5dc1f5757c71b88be8adbfd10e9,101,3,O,married,t,85.08333333333333,Good,0,99.16666666666666
4079016d940210b4ae9ae7d41c4a2065,81,4,O,married,t,86.36363636363636,Average,0,85.0
4122cb13c7a474c1976c9706ae36521d,81,11,O,married,t,85.77777777777777,Good,0,88.125
415185ea244ea2b2bedeb0449b926802,82,2,O,single,t,91.57142857142857,Good,0,95.5
415585bd389b69659223807d77a96791,61,3,O,married,t,66.07692307692308,Good,1,93.75
4175a4b46a45813fccf4bd34c779d817,101,17,O,married,t,84.71428571428571,Good,0,97.5
4175f2ebb265d58c6d8877841d016d08,101,15,O,married,t,87.46153846153847,Good,0,97.14285714285714
42998cf32d552343bc8e460416382dca,63,5,O,single,t,83.5,Excellent,0,73.57142857142857
42c8938e4cf5777700700e642dc2a8cd,101,14,O,married,t,98.07692307692308,Good,0,89.0
42e77b63637ab381e8be5f8318cc28a2,72,15,O,married,t,24.25,Need Improvement,0,69.94031746031746
4311359ed4969e8401880e3c1836fbe1,67,12,O,married,t,81.0,Good,0,97.5
435d6ab1ba16ba7e05e09d9728bc36ca,70,2,O,single,t,54.833333333333336,Good,0,92.5
437d7d1d97917cd627a34a6a0fb41136,82,10,O,married,t,56.72727272727273,Good,0,90.0
43d762ca733a839226415450b0dbf9d2,101,12,O,married,t,87.38461538461539,Average,0,91.0
43e04dd08bb1305428b0c9c8d8a2660a,101,8,O,married,t,91.53846153846153,Good,1,100.0
43feaeeecd7b2fe2ae2e26d917b6477d,65,10,O,married,t,93.3,Excellent,0,99.16666666666667
4424d2deec2f9468fb61e2db07ecd6b6,82,3,O,married,t,93.125,Good,1,93.25
443cb001c138b2561a0d90720d6ce111,75,9,O,married,t,98.0,Excellent,0,73.76190476190477
4558dbb6f6f8bb2e16d03b85bde76e2c,81,11,O,married,t,69.125,Average,0,90.625
460b491b917d4185ed1f5be97229721a,82,17,O,married,t,94.58333333333333,Excellent,0,100.0
4764f37856fc727f70b666b8d0c4ab7a,101,14,O,married,t,79.3076923076923,Average,0,93.33333333333334
47698c15fb83a1e5bb1400accbb17f82,82,11,O,married,t,71.44444444444444,Good,0,85.0
487129304eca93e3646dd0c7dd441bf5,82,1,O,single,t,55.6,Good,0,81.5
48fbab00052197bc8bd943498b89dd71,101,1,O,single,t,84.25,Average,0,78.57142857142857
491442df5f88c6aa018e86dac21d3606,64,12,O,married,t,83.76923076923077,Excellent,0,95.3125
494c08f7a144d3cc4cfa661ed1244039,101,9,O,married,t,85.14285714285714,Good,0,90.0
4a1c2f4dcf2bf76b6b278ae40875d536,82,1,O,married,t,88.5,Good,0,91.25
4a64d913220fca4c33c140c6952688a8,77,7,O,married,t,76.66666666666667,Good,0,58.06944444444445
4ae1e2b07ecf6c799b91ed45e95278b8,82,3,O,married,t,110.3,Excellent,1,90.0
4b26dc4663ccf960c8538d595d0a1d3a,82,15,O,married,t,99.58333333333333,Excellent,0,96.5
4c22bd444899d3b6047a10b20a2f26db,81,13,O,married,t,49.166666666666664,Average,0,89.0625
4d95d05a4fc4eadbc3b9dde67afdca39,82,13,O,married,t,80.28571428571429,Average,0,88.0
4e0928de075538c593fbdabb0c5ef2c3,72,8,O,married,t,51.083333333333336,Good,0,83.75
4e246a381baf2ce038b3b0f82c7d6fb4,68,0,O,married,t,41.0,,0,91.875
4e732ced3463d06de0ca9a15b6153677,59,8,O,married,t,51.6,Average,0,64.18181818181819
4ea06fbc83cdd0a06020c35d50e1e89a,77,15,O,married,t,95.5,Good,0,100.0
4f5a9bf135f285358a4a74b08f8121f8,101,8,O,married,t,89.0,Excellent,0,95.83333333333334
4f8bc5ac1dc2b49434efe9e72f183de8,82,6,O,married,t,91.18181818181819,Good,1,86.0
4fbe073f17f161810fdf3dab1307b30f,75,2,O,single,t,169.0909090909091,Good,0,81.25
4fc28b7093b135c21c7183ac07e928a6,101,12,O,married,t,86.61538461538461,Good,0,97.08333333333333
4fc848051e4459b8a6afeb210c3664ec,101,15,O,married,t,85.38461538461539,Good,0,96.5
4ff3e350028d0cfcb92c3a87a57585b1,82,4,O,married,t,121.375,Need Improvement,0,72.74444444444444
4ff6fa96179cdc2838e8d8ce64cd10a7,81,2,O,single,f,39.0,Average,0,83.75
502cbcfede9f1df5528af4204f33e0c8,66,4,O,single,t,81.55555555555556,Good,1,98.33333333333333
50c3d7614917b24303ee6a220679dab3,77,13,O,married,t,70.57142857142857,Excellent,0,90.0
50d2d2262762648589b1943078712aa6,66,9,O,single,t,60.55555555555556,Average,0,77.14285714285714
510731ac096ebcb3989fb1ed5b7075bb,82,2,O,single,t,84.85714285714286,Excellent,0,87.5
517f24c02e620d5a4dac1db388664a63,77,1,O,single,t,93.0,Good,0,97.5
51f3eb940fd73a19119534c063967bff,101,15,O,married,t,82.61538461538461,Good,0,95.0
52292e0c763fd027c6eba6b8f494d2eb,81,17,O,married,f,78.2,Good,0,91.66666666666667
522e1ea43810e90242942ccc0995dae1,61,3,O,married,t,92.92307692307692,Good,1,90.83333333333334
5317b6799188715d5e00a638a4278901,101,0,O,single,t,88.0,Good,0,85.5
532b81fa223a1b1ec74139a5b8151d12,101,18,O,married,t,85.23076923076923,Excellent,0,99.58333333333333
53edebc543333dfbf7c5933af792c9c4,101,0,O,single,t,86.5,Good,0,89.375
53fde96fcc4b4ce72d7739202324cd49,82,15,O,single,t,91.11111111111111,Average,0,86.25
540393ae7f8b7a7fd6cdf47250b05679,101,5,O,married,t,97.23076923076923,Good,1,97.08333333333333
549406198764950208345d143aa67c7d,82,4,O,single,t,92.3076923076923,Good,1,90.0
54e8912427a8d007ece906c577fdca60,77,1,O,single,t,94.0,Good,0,67.5
54ebdfbbfe6c31c39aaba9a1ee83860a,82,14,O,married,t,92.5,Good,0,95.0
5505712229fb1eb500efadddc0353264,101,16,O,married,t,82.92857142857143,Good,0,92.5
551cb238f4895024b98d1943b708de7c,65,13,O,married,t,79.125,Good,0,89.0625
559cb990c9dffd8675f6bc2186971dc2,63,17,O,married,t,38.25,Excellent,0,65.0
55a0ce8200cf39c3028ebc66f356bf7e,82,1,O,single,t,67.0,Good,0,88.33333333333333
55a0df4b5a1786cd13a7a8de759859d4,82,14,O,married,t,90.83333333333333,Excellent,0,95.0
55b37c5c270e5d84c793e486d798c01d,70,7,O,married,t,78.27272727272727,Good,0,92.5
5637f327937ff2beb7d0a499a0b99d3c,78,0,O,single,t,0.0,,0,87.5
56c3b2c6ea3a83aaeeff35eeb45d700d,81,1,O,married,t,94.4,Good,0,97.5
56db57b4db0a6fcb7f9e0c0b504f6472,101,13,O,married,t,104.92307692307692,Excellent,0,90.0
56e6a93212e4482d99c84a639d254b67,82,14,O,married,t,107.91666666666667,Excellent,0,100.0
5737034557ef5b8c02c0e46513b98f90,68,7,O,married,t,75.75,Need Improvement,0,90.0
5751ec3e9a4feab575962e78e006250d,84,15,O,married,t,83.0,Good,0,68.57575757575756
576d026223582a390cd323bef4bad026,101,12,O,married,t,80.84615384615384,Good,0,92.5
580f9aa264f1108da3db844806f3952e,72,0,O,single,t,84.0,Average,0,67.5
582967e09f1b30ca2539968da0a174fa,101,5,O,married,t,98.15384615384616,Excellent,1,100.0
587524833eaf98eb779a387e33768c6a,63,17,O,married,t,50.57142857142857,Average,0,86.25
587b7b833034299fdd5f4b10e7dc9fca,82,2,O,single,t,89.625,Good,0,98.125
58f1e2bfc0c0c182f1afdab7cae02402,76,0,O,single,t,160.0,Need Improvement,0,83.75
59b1deff341edb0b76ace57820cef237,101,2,O,married,t,92.4,Good,0,98.33333333333333
59b90e1005a220e2ebc542eb9d950b1e,64,9,O,married,t,55.57142857142857,Good,0,83.39285714285714
59c33016884a62116be975a9bb8257e3,63,6,O,married,t,48.44444444444444,Average,0,82.5
5c3b99e8f92532e5ad1556e53ceea00c,98,5,O,married,t,137.6,Excellent,1,86.25
5c6287be4de9ff5afeaec72d54436fcf,82,1,O,single,t,68.25,Good,0,93.33333333333333
5c8e07660e3000f141dda8b83107ed6e,101,13,O,married,t,61.266666666666666,Average,0,86.42857142857142
5ca359ab1e9e3b9c478459944a2d9ca5,81,2,O,single,t,64.57142857142857,Good,0,90.0
5cbba2d075f0d1648e0851e1467ba79f,82,3,O,married,t,79.4,Good,0,78.75
5cf68969fb67aa6082363a6d4e6468e2,82,4,O,married,t,103.6,Excellent,1,97.85714285714286
5d78d182fd5f5510588695863d22ac27,64,2,O,married,t,43.0,Good,0,88.33333333333334
5db60c98209913790e4fcce4597ee37c,101,16,O,married,t,73.92307692307692,Average,0,90.0
5de8a36008b04a6167761fa19b61aa6c,101,1,O,married,t,71.33333333333333,Average,0,80.5
5e0f17d9e09d1881692cf84a3b869f75,101,2,O,single,t,81.0,Good,0,98.92857142857143
5e1b18c4c6a6d31695acbae3fd70ecc6,81,16,O,married,t,96.55555555555556,Excellent,0,91.875
5e388103a391daabe3de1d76a6739ccd,69,13,O,married,t,97.4,Excellent,0,96.66666666666667
5e8a5161de49c943dd66591511207f50,82,2,O,married,t,88.875,Good,0,95.0
5e9f92a01c986bafcabbafd145520b13,75,11,O,married,t,166.5,Excellent,0,74.27380952380953
5e9fb672ee46be628a141b594d7c6f3e,63,1,O,single,t,132.66666666666666,Excellent,0,82.5
5ea1649a31336092c05438df996a3e59,68,8,O,married,t,57.285714285714285,Good,0,92.0
5eac43aceba42c8757b54003a58277b5,81,5,O,married,t,77.27272727272727,Good,0,92.49999999999999
5f2c22cb4a5380af7ca75622a6426917,82,18,O,married,t,0.0,,0,72.31565656565657
5fc7c9bd1fcb12799f02da8adfa4954f,101,9,O,single,t,88.07692307692308,Excellent,0,89.16666666666667
606c90a06173d69682feb83037a68fec,78,10,O,married,t,48.0,Good,0,85.00000000000001
6074c6aa3488f3c2dddff2a7ca821aab,101,1,O,single,t,90.5,Good,0,89.58333333333333
6107d91fc9a0b04bc044aa7d8c1443bd,68,16,O,married,t,111.0,Excellent,0,68.27777777777779
618b0fffdfdb50766e4d51574bc4e533,101,2,O,single,t,62.0,Good,0,89.5
6236c78e73f52110ae39e588ba88de0b,101,13,O,married,t,83.92307692307692,Good,0,95.0
63154d5661f774fb7d2d11701d466aa2,82,16,O,married,t,98.72727272727273,Good,0,95.83333333333333
6364d3f0f495b6ab9dcf8d3b5c6e0b01,103,2,O,married,t,33.5,Need Improvement,0,90.0
64a7157cf3932bf74755aa3cf586f2ec,82,3,O,married,t,103.22222222222223,Good,1,96.66666666666667
64b3ec1fdfacead70c3a9bd77d824306,75,8,O,married,t,173.88888888888889,Excellent,0,87.91666666666667
64d52e08cc03e6090bc1ef30b73ccb85,82,10,O,married,t,101.91666666666667,Excellent,0,98.125
64eec0c3fb6b12c43f51ec9e9c773fed,63,3,O,single,t,24.75,Good,0,80.83333333333334
65658fde58ab3c2b6e5132a39fae7cb9,68,16,O,married,t,84.2,Excellent,0,79.16666666666667
65cc2c8205a05d7379fa3a6386f710e1,72,13,O,married,t,56.6,Need Improvement,0,97.50000000000001
